Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
1962,20150306:0800,27.4,24,19.8,24,18.4,24,-,-,-,D
1962,20150307:0800,25.7,24,16.9,24,15.1,24,-,-,-,D
1962,20150308:0800,26.5,24,16.4,24,14.7,24,-,-,-,D
1962,20150309:0800,23.8,24,16.1,24,13.9,24,-,-,-,D
1962,20150310:0800,22.4,24,15.4,24,11.4,24,-,-,-,D
1962,20150311:0800,24.4,24,15.1,24,11.7,24,-,-,-,D
1962,20150312:0800,24.7,24,16.9,24,14.2,24,-,-,-,D
1962,20150313:0800,27.0,24,16.2,24,12.1,24,-,-,-,D
1962,20150314:0800,26.7,24,15.2,24,10.1,24,-,-,-,D
1962,20150315:0800,28.0,24,17.0,24,14.8,24,-,-,-,D
1962,20150316:0800,23.0,24,17.3,24,16.8,24,-,-,-,D
1962,20150317:0800,23.7,24,16.3,24,13.2,24,-,-,-,D
1962,20150318:0800,23.4,24,13.2,24,9.3,24,-,-,-,D
1962,20150319:0800,21.7,24,13.3,24,10.0,24,-,-,-,D
1962,20150320:0800,21.6,24,12.2,24,8.3,24,-,-,-,D
1962,20150321:0800,22.6,24,14.0,24,12.2,24,-,-,-,D
1962,20150322:0800,22.7,24,13.9,24,9.6,24,-,-,-,D
1962,20150323:0800,23.5,24,14.8,24,11.4,24,-,-,-,D
1962,20150324:0800,23.4,24,15.2,24,14.7,24,-,-,-,D
1962,20150325:0800,22.3,24,13.8,24,8.9,24,-,-,-,D
1962,20150326:0800,23.9,24,15.4,24,12.1,24,-,-,-,D
1962,20150327:0800,23.5,24,16.2,24,13.3,24,-,-,-,D
1962,20150328:0800,24.5,24,16.4,24,17.2,24,-,-,-,D
1962,20150329:0800,23.8,24,17.5,24,15.6,24,-,-,-,D
1962,20150330:0800,23.6,24,16.3,24,14.5,24,-,-,-,D
1962,20150331:0800,22.0,24,16.9,24,14.5,24,-,-,-,D
1962,20150401:0800,21.6,24,12.2,24,7.0,24,-,-,-,D
1962,20150402:0800,22.3,24,11.8,24,7.7,24,-,-,-,D
1962,20150403:0800,22.5,24,13.6,24,8.8,24,-,-,-,D
1962,20150404:0800,22.0,24,12.3,24,8.4,24,-,-,-,D
1962,20150405:0900,22.4,24,14.8,24,11.9,24,-,-,-,D
1962,20150406:0900,21.8,24,15.7,24,11.3,24,-,-,-,D
1962,20150407:0900,23.5,24,15.8,24,11.9,24,-,-,-,D
1962,20150408:0900,24.1,24,15.8,24,12.8,24,-,-,-,D
1962,20150409:0900,24.1,24,19.0,24,17.0,24,-,-,-,D
1962,20150410:0900,22.1,24,17.3,24,14.6,24,-,-,-,D
1962,20150411:0900,25.4,24,17.9,24,15.9,24,-,-,-,D
1962,20150412:0900,21.6,24,13.7,24,10.0,24,-,-,-,D
1962,20150413:0900,19.7,24,14.2,24,11.7,24,-,-,-,D
1962,20150414:0900,20.1,24,8.4,24,7.4,24,-,-,-,D
1962,20150415:0900,15.3,24,7.1,24,3.8,24,-,-,-,D
1962,20150416:0900,18.4,24,11.1,24,7.8,24,-,-,-,D
1962,20150417:0900,18.2,24,8.8,24,4.8,24,-,-,-,D
1962,20150418:0900,19.3,24,13.9,24,12.1,24,-,-,-,D
1962,20150419:0900,17.3,24,11.4,24,8.4,24,-,-,-,D
1962,20150420:0900,22.0,24,10.0,24,7.6,24,-,-,-,D
1962,20150421:0900,22.5,24,11.4,24,7.7,24,-,-,-,D
1962,20150422:0900,21.0,24,12.4,24,8.3,24,-,-,-,D
1962,20150423:0900,19.1,24,12.2,24,8.7,24,-,-,-,D
1962,20150424:0900,20.6,24,12.2,24,8.4,24,-,-,-,D
1962,20150425:0900,21.7,24,11.0,24,6.4,24,-,-,-,D
1962,20150426:0900,20.6,24,13.5,24,9.1,24,-,-,-,D
1962,20150427:0900,20.7,24,17.3,24,15.5,24,-,-,-,D
1962,20150428:0900,22.3,24,16.3,24,13.3,24,-,-,-,D
1962,20150429:0900,19.0,24,12.2,24,9.7,24,-,-,-,D
1962,20150430:0900,18.2,24,12.3,24,11.1,24,-,-,-,D
1962,20150501:0900,16.9,24,7.3,24,2.8,24,-,-,-,D
1962,20150502:0900,17.7,24,9.9,24,5.9,24,-,-,-,D
1962,20150503:0900,17.7,24,13.2,24,11.9,24,-,-,-,D
1962,20150504:0900,17.7,24,8.5,24,3.5,24,-,-,-,D
1962,20150505:0900,19.3,24,11.2,24,8.7,24,-,-,-,D
1962,20150506:0900,20.0,24,12.4,24,8.5,24,-,-,-,D
1962,20150507:0900,21.2,24,15.8,24,13.4,24,-,-,-,D
1962,20150508:0900,24.4,24,16.7,24,16.3,24,-,-,-,D
1962,20150509:0900,17.3,24,12.3,24,9.9,24,-,-,-,D
1962,20150510:0900,18.8,24,13.2,24,10.0,24,-,-,-,D
1962,20150511:0900,19.0,24,10.0,24,7.1,24,-,-,-,D
1962,20150512:0900,20.2,24,13.8,24,11.0,24,-,-,-,D
1962,20150513:0900,17.5,24,12.6,24,10.4,24,-,-,-,D
1962,20150514:0900,19.0,24,11.9,24,8.4,24,-,-,-,D
1962,20150515:0900,19.1,24,12.7,24,10.6,24,-,-,-,D
1962,20150516:0900,15.7,24,7.7,24,4.2,24,-,-,-,D
1962,20150517:0900,16.3,24,7.3,24,4.7,24,-,-,-,D
1962,20150518:0900,16.5,24,7.8,24,4.9,24,-,-,-,D
1962,20150519:0900,16.8,24,12.3,24,12.5,24,-,-,-,D
1962,20150520:0900,17.1,24,7.1,24,3.9,24,-,-,-,D
1962,20150521:0900,16.0,24,10.8,24,7.6,24,-,-,-,D
1962,20150522:0900,17.8,24,13.3,24,11.0,24,-,-,-,D
1962,20150523:0900,16.4,24,10.8,24,9.1,24,-,-,-,D
1962,20150524:0900,16.0,24,11.4,24,10.8,24,-,-,-,D
1962,20150525:0900,15.4,24,10.4,24,9.2,24,-,-,-,D
1962,20150526:0900,13.8,24,8.9,24,7.5,24,-,-,-,D
1962,20150527:0900,14.4,24,9.8,24,6.2,24,-,-,-,D
1962,20150528:0900,14.3,24,5.1,24,0.3,24,-,-,-,D
1962,20150529:0900,14.3,24,2.9,24,-0.8,24,-,-,-,D
1962,20150530:0900,14.8,24,4.1,24,1.2,24,-,-,-,D
1962,20150531:0900,16.8,24,8.9,24,6.0,24,-,-,-,D
1962,20150601:0900,16.8,24,11.8,24,10.2,24,-,-,-,D
1962,20150602:0900,18.0,24,13.5,24,13.5,24,-,-,-,D
1962,20150603:0900,20.2,24,10.9,24,7.8,24,-,-,-,D
1962,20150604:0900,16.6,24,11.2,24,10.2,24,-,-,-,D
1962,20150605:0900,16.0,24,11.6,24,9.9,24,-,-,-,D
1962,20150606:0900,15.7,24,7.8,24,6.0,24,-,-,-,D
1962,20150607:0900,14.9,24,7.2,24,4.6,24,-,-,-,D
1962,20150608:0900,14.8,24,6.3,24,2.8,24,-,-,-,D
1962,20150609:0900,16.0,24,7.2,24,4.7,24,-,-,-,D
1962,20150610:0900,17.0,24,10.3,24,8.1,24,-,-,-,D
1962,20150611:0900,17.3,24,11.9,24,8.9,24,-,-,-,D
1962,20150612:0900,15.8,24,11.3,24,8.7,24,-,-,-,D
1962,20150613:0900,15.8,24,12.7,24,11.0,24,-,-,-,D
1962,20150614:0900,15.7,24,12.7,24,11.3,24,-,-,-,D
1962,20150615:0900,16.6,24,11.7,24,9.8,24,-,-,-,D
1962,20150616:0900,16.3,24,7.1,24,3.8,24,-,-,-,D
1962,20150617:0900,12.7,24,3.4,24,0.8,24,-,-,-,D
1962,20150618:0900,14.5,24,7.6,24,6.9,24,-,-,-,D
1962,20150619:0900,15.0,24,10.8,24,6.8,24,-,-,-,D
1962,20150620:0900,18.4,24,14.4,24,11.9,24,-,-,-,D
1962,20150621:0900,17.2,24,11.8,24,9.6,24,-,-,-,D
1962,20150622:0900,14.8,24,9.5,24,6.3,24,-,-,-,D
1962,20150623:0900,13.5,24,2.9,24,-0.1,24,-,-,-,D
1962,20150624:0900,10.3,24,1.8,24,-2.1,24,-,-,-,D
1962,20150625:0900,11.2,24,3.1,24,-1.2,24,-,-,-,D
1962,20150626:0900,13.3,24,6.9,24,6.2,24,-,-,-,D
1962,20150627:0900,15.0,24,11.5,24,10.2,24,-,-,-,D
1962,20150628:0900,15.2,24,11.4,24,8.9,24,-,-,-,D
1962,20150629:0900,15.6,24,10.9,24,7.7,24,-,-,-,D
1962,20150630:0900,15.0,24,11.2,24,8.9,24,-,-,-,D
1962,20150701:0900,15.2,24,11.2,24,8.9,24,-,-,-,D
1962,20150702:0900,15.6,24,7.1,24,3.6,24,-,-,-,D
1962,20150703:0900,14.9,24,6.5,24,2.6,24,-,-,-,D
1962,20150704:0900,16.3,24,9.6,24,9.9,24,-,-,-,D
1962,20150705:0900,17.1,24,11.2,24,9.2,24,-,-,-,D
1962,20150706:0900,14.3,24,11.4,24,8.0,24,-,-,-,D
1962,20150707:0900,16.4,24,11.6,24,9.0,24,-,-,-,D
1962,20150708:0900,16.6,24,10.0,24,7.5,24,-,-,-,D
1962,20150709:0900,11.6,24,4.4,24,0.7,24,-,-,-,D
1962,20150710:0900,10.1,24,3.3,24,-1.9,24,-,-,-,D
1962,20150711:0900,10.4,24,1.4,24,-2.9,24,-,-,-,D
1962,20150712:0900,11.7,24,1.4,24,-4.2,24,-,-,-,D
1962,20150713:0900,10.7,24,1.7,24,-1.8,24,-,-,-,D
1962,20150714:0900,14.0,24,5.5,24,-0.1,24,-,-,-,D
1962,20150715:0900,14.3,24,10.8,24,10.0,24,-,-,-,D
1962,20150716:0900,15.5,24,10.1,24,6.1,24,-,-,-,D
1962,20150717:0900,15.3,24,7.6,24,4.2,24,-,-,-,D
1962,20150718:0900,15.4,24,6.4,24,3.0,24,-,-,-,D
1962,20150719:0900,16.2,24,9.6,24,9.0,24,-,-,-,D
1962,20150720:0900,11.9,24,9.9,24,7.9,24,-,-,-,D
1962,20150721:0900,13.9,24,4.1,24,-0.9,24,-,-,-,D
1962,20150722:0900,13.7,24,7.3,24,5.0,24,-,-,-,D
1962,20150723:0900,14.3,24,3.5,24,-0.3,24,-,-,-,D
1962,20150724:0900,12.0,24,6.0,24,1.4,24,-,-,-,D
1962,20150725:0900,13.5,24,5.4,24,2.2,24,-,-,-,D
1962,20150726:0900,14.7,24,6.7,24,4.8,24,-,-,-,D
1962,20150727:0900,14.8,24,12.1,24,10.7,24,-,-,-,D
1962,20150728:0900,15.7,24,11.3,24,8.5,24,-,-,-,D
1962,20150729:0900,15.8,24,8.4,24,6.9,24,-,-,-,D
1962,20150730:0900,13.7,24,5.1,24,-0.2,24,-,-,-,D
1962,20150731:0900,12.6,24,6.7,24,3.5,24,-,-,-,D
1962,20150801:0900,13.6,24,8.2,24,4.9,24,-,-,-,D
1962,20150802:0900,15.9,24,9.3,24,6.5,24,-,-,-,D
1962,20150803:0900,16.3,24,9.7,24,7.0,24,-,-,-,D
1962,20150804:0900,18.1,24,11.5,24,9.2,24,-,-,-,D
1962,20150805:0900,17.7,24,10.4,24,8.5,24,-,-,-,D
1962,20150806:0900,15.1,24,11.0,24,11.2,24,-,-,-,D
1962,20150807:0900,15.5,24,9.5,24,6.9,24,-,-,-,D
1962,20150808:0900,13.5,24,8.9,24,7.2,24,-,-,-,D
1962,20150809:0900,12.8,24,5.8,24,3.6,24,-,-,-,D
1962,20150810:0900,12.3,24,3.8,24,0.6,24,-,-,-,D
1962,20150811:0900,11.9,24,3.5,24,0.0,24,-,-,-,D
1962,20150812:0900,11.1,24,3.2,24,-0.7,24,-,-,-,D
1962,20150813:0900,12.2,24,2.0,24,-1.0,24,-,-,-,D
1962,20150814:0900,14.3,24,7.6,24,6.2,24,-,-,-,D
1962,20150815:0900,15.3,24,8.8,24,6.7,24,-,-,-,D
1962,20150816:0900,14.9,24,9.2,24,6.1,24,-,-,-,D
1962,20150817:0900,16.0,24,6.1,24,2.7,24,-,-,-,D
1962,20150818:0900,16.5,24,7.9,24,3.7,24,-,-,-,D
1962,20150819:0900,15.1,24,10.0,24,6.6,24,-,-,-,D
1962,20150820:0900,15.4,24,9.4,24,7.3,24,-,-,-,D
1962,20150821:0900,14.6,24,5.1,24,1.1,24,-,-,-,D
1962,20150822:0900,13.8,24,5.7,24,1.8,24,-,-,-,D
1962,20150823:0900,14.4,24,8.4,24,6.0,24,-,-,-,D
1962,20150824:0900,16.7,24,7.8,24,4.8,24,-,-,-,D
1962,20150825:0900,17.5,24,12.4,24,9.2,24,-,-,-,D
1962,20150826:0900,15.3,24,10.1,24,7.6,24,-,-,-,D
1962,20150827:0900,15.3,24,5.5,24,2.2,24,-,-,-,D
1962,20150828:0900,16.2,24,4.9,24,1.1,24,-,-,-,D
1962,20150829:0900,16.4,24,5.0,24,1.2,24,-,-,-,D
1962,20150830:0900,15.5,24,11.6,24,11.0,24,-,-,-,D
1962,20150831:0900,17.0,24,12.8,24,12.1,24,-,-,-,D
1962,20150901:0900,15.0,24,13.7,24,13.3,24,-,-,-,D
1962,20150902:0900,18.2,24,10.1,24,7.5,24,-,-,-,D
1962,20150903:0900,18.4,24,11.4,24,10.1,24,-,-,-,D
1962,20150904:0900,15.1,24,11.1,24,9.1,24,-,-,-,D
1962,20150905:0900,14.3,24,9.8,24,9.2,24,-,-,-,D
1962,20150906:0900,15.1,24,10.2,24,8.3,24,-,-,-,D
1962,20150907:0900,14.2,24,8.7,24,6.8,24,-,-,-,D
1962,20150908:0900,14.7,24,9.5,24,7.7,24,-,-,-,D
1962,20150909:0900,15.8,24,8.4,24,5.6,24,-,-,-,D
1962,20150910:0900,15.8,24,10.1,24,7.6,24,-,-,-,D
1962,20150911:0900,14.2,24,9.1,24,7.6,24,-,-,-,D
1962,20150912:0900,13.4,24,7.5,24,5.4,24,-,-,-,D
1962,20150913:0900,13.7,24,9.6,24,7.2,24,-,-,-,D
1962,20150914:0900,15.8,24,6.7,24,4.0,24,-,-,-,D
1962,20150915:0900,16.3,24,8.6,24,6.4,24,-,-,-,D
1962,20150916:0900,14.2,24,11.7,24,11.2,24,-,-,-,D
1962,20150917:0900,15.8,24,7.8,24,5.3,24,-,-,-,D
1962,20150918:0900,19.9,24,13.4,24,11.8,24,-,-,-,D
1962,20150919:0900,18.5,24,10.3,24,7.7,24,-,-,-,D
1962,20150920:0900,15.8,24,8.2,24,7.8,24,-,-,-,D
1962,20150921:0900,14.0,24,8.6,24,7.0,24,-,-,-,D
1962,20150922:0900,14.5,24,9.0,24,8.2,24,-,-,-,D
1962,20150923:0900,14.7,24,10.5,24,8.5,24,-,-,-,D
1962,20150924:0900,16.2,24,10.8,24,8.5,24,-,-,-,D
1962,20150925:0900,18.2,24,11.2,24,9.4,24,-,-,-,D
1962,20150926:0900,17.9,24,9.4,24,8.2,24,-,-,-,D
1962,20150927:0800,18.2,24,6.8,24,4.7,24,-,-,-,D
1962,20150928:0800,17.6,24,9.4,24,9.6,24,-,-,-,D
1962,20150929:0800,16.5,24,7.0,24,4.7,24,-,-,-,D
1962,20150930:0800,16.7,24,6.8,24,4.4,24,-,-,-,D
1962,20151001:0800,18.6,24,9.5,24,7.3,24,-,-,-,D
1962,20151002:0800,19.5,24,12.5,24,10.7,24,-,-,-,D
1962,20151003:0800,19.0,24,10.8,24,10.2,24,-,-,-,D
1962,20151004:0800,16.8,24,12.0,24,10.1,24,-,-,-,D
1962,20151005:0800,16.9,24,13.3,24,11.6,24,-,-,-,D
1962,20151006:0800,16.5,24,10.3,24,7.5,24,-,-,-,D
1962,20151007:0800,16.8,24,12.5,24,10.6,24,-,-,-,D
1962,20151008:0800,17.4,24,11.9,24,9.3,24,-,-,-,D
1962,20151009:0800,16.4,24,7.7,24,3.0,24,-,-,-,D
1962,20151010:0800,16.5,24,9.9,24,7.9,24,-,-,-,D
1962,20151011:0800,15.9,24,11.7,24,11.1,24,-,-,-,D
1962,20151012:0800,17.1,24,12.9,24,11.0,24,-,-,-,D
1962,20151013:0800,17.9,24,11.4,24,8.6,24,-,-,-,D
1962,20151014:0800,19.1,24,13.0,24,13.7,24,-,-,-,D
1962,20151015:0800,16.9,24,12.4,24,10.2,24,-,-,-,D
1962,20151016:0800,17.2,24,12.8,24,11.3,24,-,-,-,D
1962,20151017:0800,16.0,24,13.1,24,12.1,24,-,-,-,D
1962,20151018:0800,16.6,24,12.4,24,9.9,24,-,-,-,D
1962,20151019:0800,17.8,24,12.6,24,10.1,24,-,-,-,D
1962,20151020:0800,17.0,24,12.0,24,9.1,24,-,-,-,D
1962,20151021:0800,16.8,24,12.2,24,10.3,24,-,-,-,D
1962,20151022:0800,17.5,24,12.7,24,11.2,24,-,-,-,D
1962,20151023:0800,18.5,24,15.9,24,14.3,24,-,-,-,D
1962,20151024:0800,21.8,24,14.6,24,11.8,24,-,-,-,D
1962,20151025:0800,16.6,24,8.1,24,5.6,24,-,-,-,D
1962,20151026:0800,16.6,24,8.9,24,6.9,24,-,-,-,D
1962,20151027:0800,17.9,24,13.4,24,11.5,24,-,-,-,D
1962,20151028:0800,18.3,24,9.7,24,7.4,24,-,-,-,D
1962,20151029:0800,19.3,24,13.8,24,12.9,24,-,-,-,D
1962,20151030:0800,17.8,24,11.7,24,11.9,24,-,-,-,D
1962,20151031:0800,18.1,24,11.5,24,9.3,24,-,-,-,D
1962,20151101:0800,17.0,24,12.2,24,11.5,24,-,-,-,D
1962,20151102:0800,17.2,24,8.9,24,6.6,24,-,-,-,D
1962,20151103:0800,17.6,24,10.8,24,8.4,24,-,-,-,D
1962,20151104:0800,20.0,24,13.0,24,14.0,24,-,-,-,D
1962,20151105:0800,16.3,24,9.6,24,7.9,24,-,-,-,D
1962,20151106:0800,18.0,24,8.0,24,6.1,24,-,-,-,D
1962,20151107:0800,17.8,24,8.3,24,5.8,24,-,-,-,D
1962,20151108:0800,20.5,24,12.4,24,11.5,24,-,-,-,D
1962,20151109:0800,18.9,24,12.5,24,10.4,24,-,-,-,D
1962,20151110:0800,20.9,24,13.2,24,10.2,24,-,-,-,D
1962,20151111:0800,21.3,24,15.1,24,15.0,24,-,-,-,D
1962,20151112:0800,20.4,24,14.7,24,13.3,24,-,-,-,D
1962,20151113:0800,20.0,24,6.9,24,5.0,24,-,-,-,D
1962,20151114:0800,17.6,24,6.6,24,4.1,24,-,-,-,D
1962,20151115:0800,19.2,24,11.7,24,9.1,24,-,-,-,D
1962,20151116:0800,19.2,24,15.1,24,15.1,24,-,-,-,D
1962,20151117:0800,18.0,24,12.8,24,10.5,24,-,-,-,D
1962,20151118:0800,-,-,13.2,24,13.0,24,-,-,-,D
1962,20151119:0800,17.3,24,9.0,24,5.2,24,-,-,-,D
1962,20151120:0800,17.8,24,13.9,24,12.3,24,-,-,-,D
1962,20151121:0800,20.9,24,14.3,24,14.6,24,-,-,-,D
1962,20151122:0800,18.9,24,14.6,24,15.0,24,-,-,-,D
1962,20151123:0800,19.4,24,12.8,24,10.0,24,-,-,-,D
1962,20151124:0800,19.0,24,8.8,24,5.0,24,-,-,-,D
1962,20151125:0800,20.0,24,14.6,24,14.2,24,-,-,-,D
1962,20151126:0800,23.0,24,17.5,24,16.0,24,-,-,-,D
1962,20151127:0800,23.8,24,15.7,24,13.4,24,-,-,-,D
1962,20151128:0800,25.5,24,18.3,24,18.0,24,-,-,-,D
1962,20151129:0800,24.7,24,13.8,24,11.9,24,-,-,-,D
1962,20151130:0800,21.4,24,15.8,24,13.7,24,-,-,-,D
1962,20151201:0800,24.1,24,17.6,24,16.5,24,-,-,-,D
1962,20151202:0800,21.8,24,14.8,24,13.0,24,-,-,-,D
1962,20151203:0800,20.6,24,13.0,24,10.0,24,-,-,-,D
1962,20151204:0800,22.2,24,15.6,24,13.6,24,-,-,-,D
1962,20151205:0800,22.2,24,14.9,24,13.1,24,-,-,-,D
1962,20151206:0800,20.3,24,14.6,24,11.8,24,-,-,-,D
1962,20151207:0800,21.3,24,14.8,24,13.4,24,-,-,-,D
1962,20151208:0800,21.2,24,13.9,24,12.7,24,-,-,-,D
1962,20151209:0800,19.0,24,14.6,24,13.7,24,-,-,-,D
1962,20151210:0800,20.3,24,14.7,24,13.5,24,-,-,-,D
1962,20151211:0800,20.3,24,15.5,24,15.0,24,-,-,-,D
1962,20151212:0800,21.5,24,16.7,24,16.4,24,-,-,-,D
1962,20151213:0800,25.5,24,16.5,24,16.0,24,-,-,-,D
1962,20151214:0800,20.5,24,14.1,24,12.7,24,-,-,-,D
1962,20151215:0800,19.6,24,14.3,24,12.7,24,-,-,-,D
1962,20151216:0800,20.4,24,15.0,24,13.3,24,-,-,-,D
1962,20151217:0800,21.7,24,12.6,24,11.5,24,-,-,-,D
1962,20151218:0800,19.9,24,11.4,24,11.3,24,-,-,-,D
1962,20151219:0800,19.7,24,14.6,24,13.5,24,-,-,-,D
1962,20151220:0800,21.4,24,14.5,24,13.1,24,-,-,-,D
1962,20151221:0800,21.4,24,16.0,24,14.9,24,-,-,-,D
1962,20151222:0800,22.5,24,17.1,24,16.3,24,-,-,-,D
1962,20151223:0800,24.1,24,15.4,24,12.9,24,-,-,-,D
1962,20151224:0800,22.2,24,15.6,24,15.0,24,-,-,-,D
1962,20151225:0800,19.6,24,14.3,24,13.8,24,-,-,-,D
1962,20151226:0800,20.7,24,13.2,24,11.0,24,-,-,-,D
1962,20151227:0800,25.0,24,15.9,24,14.2,24,-,-,-,D
1962,20151228:0800,24.2,24,15.1,24,12.4,24,-,-,-,D
1962,20151229:0800,22.9,24,16.8,24,15.9,24,-,-,-,D
1962,20151230:0800,22.7,24,17.2,24,15.6,24,-,-,-,D
1962,20151231:0800,24.6,24,15.3,24,13.5,24,-,-,-,D
1962,20160101:0800,27.1,24,19.3,24,18.6,24,-,-,-,D
1962,20160102:0800,19.8,24,17.0,24,16.6,24,-,-,-,D
1962,20160103:0800,20.9,24,17.3,24,17.1,24,-,-,-,D
1962,20160104:0800,25.6,24,17.1,24,17.0,24,-,-,-,D
1962,20160105:0800,23.9,24,12.8,24,11.8,24,-,-,-,D
1962,20160106:0800,21.8,24,13.3,24,11.2,24,-,-,-,D
1962,20160107:0800,22.0,24,15.7,24,14.1,24,-,-,-,D
1962,20160108:0800,23.3,24,17.8,24,16.3,24,-,-,-,D
1962,20160109:0800,24.8,24,17.9,24,16.6,24,-,-,-,D
1962,20160110:0800,21.5,24,16.9,24,16.2,24,-,-,-,D
1962,20160111:0800,22.4,24,15.2,24,14.1,24,-,-,-,D
1962,20160112:0800,24.7,24,17.8,24,17.3,24,-,-,-,D
1962,20160113:0800,21.9,24,16.2,24,14.3,24,-,-,-,D
1962,20160114:0800,22.0,24,16.1,24,14.6,24,-,-,-,D
1962,20160115:0800,24.1,24,16.2,24,14.3,24,-,-,-,D
1962,20160116:0800,24.4,24,14.8,24,13.0,24,-,-,-,D
1962,20160117:0800,26.4,24,19.3,24,17.1,24,-,-,-,D
1962,20160118:0800,26.8,24,19.5,24,19.0,24,-,-,-,D
1962,20160119:0800,25.6,24,16.3,24,15.4,24,-,-,-,D
1962,20160120:0800,25.2,24,17.1,24,15.8,24,-,-,-,D
1962,20160121:0800,24.1,24,17.3,24,16.5,24,-,-,-,D
1962,20160122:0800,26.1,24,17.1,24,16.2,24,-,-,-,D
1962,20160123:0800,25.0,24,14.9,24,12.8,24,-,-,-,D
1962,20160124:0800,26.7,24,15.4,24,13.8,24,-,-,-,D
1962,20160125:0800,28.4,24,18.0,24,15.6,24,-,-,-,D
1962,20160126:0800,28.3,24,18.3,24,15.6,24,-,-,-,D
1962,20160127:0800,27.3,24,21.3,24,20.8,24,-,-,-,D
1962,20160128:0800,25.1,24,19.7,24,18.6,24,-,-,-,D
1962,20160129:0800,26.9,24,20.0,24,18.6,24,-,-,-,D
1962,20160130:0800,25.2,24,19.1,24,18.6,24,-,-,-,D
1962,20160131:0800,26.3,24,18.9,24,18.1,24,-,-,-,D
1962,20160201:0800,27.5,24,19.4,24,18.4,24,-,-,-,D
1962,20160202:0800,26.5,24,19.2,24,17.7,24,-,-,-,D
1962,20160203:0800,26.1,24,18.1,24,16.7,24,-,-,-,D
1962,20160204:0800,26.1,24,17.9,24,16.3,24,-,-,-,D
1962,20160205:0800,25.4,24,18.8,24,18.1,24,-,-,-,D
1962,20160206:0800,24.2,24,19.3,24,19.0,24,-,-,-,D
1962,20160207:0800,27.1,24,19.9,24,19.2,24,-,-,-,D
1962,20160208:0800,27.5,24,18.0,24,17.5,24,-,-,-,D
1962,20160209:0800,24.7,24,19.1,24,18.3,24,-,-,-,D
1962,20160210:0800,24.8,24,18.6,24,17.5,24,-,-,-,D
1962,20160211:0800,26.6,24,17.8,24,16.3,24,-,-,-,D
1962,20160212:0800,25.7,24,18.2,24,16.3,24,-,-,-,D
1962,20160213:0800,26.2,24,17.2,24,15.0,24,-,-,-,D
1962,20160214:0800,27.5,24,17.6,24,16.1,24,-,-,-,D
1962,20160215:0800,26.3,24,18.0,24,16.1,24,-,-,-,D
1962,20160216:0800,27.0,24,19.0,24,18.3,24,-,-,-,D
1962,20160217:0800,25.7,24,19.0,24,17.7,24,-,-,-,D
1962,20160218:0800,22.8,24,19.9,24,19.3,24,-,-,-,D
1962,20160219:0800,26.3,24,18.0,24,17.2,24,-,-,-,D
1962,20160220:0800,26.1,24,14.6,24,12.8,24,-,-,-,D
1962,20160221:0800,24.3,24,18.3,24,16.3,24,-,-,-,D
1962,20160222:0800,24.7,24,15.9,24,13.7,24,-,-,-,D
1962,20160223:0800,26.7,24,17.0,24,15.4,24,-,-,-,D
1962,20160224:0800,25.6,24,16.0,24,14.2,24,-,-,-,D
1962,20160225:0800,25.5,24,14.0,24,12.1,24,-,-,-,D
1962,20160226:0800,24.4,24,15.6,24,13.6,24,-,-,-,D
1962,20160227:0800,26.2,24,17.0,24,15.3,24,-,-,-,D
1962,20160228:0800,27.8,24,20.5,24,20.0,24,-,-,-,D
1962,20160229:0800,26.3,24,21.9,24,21.0,24,-,-,-,D
1962,20160301:0800,23.3,24,18.7,24,18.4,24,-,-,-,D
1962,20160302:0800,22.7,24,17.0,24,16.2,24,-,-,-,D
1962,20160303:0800,23.6,24,15.1,24,13.2,24,-,-,-,D
1962,20160304:0800,24.2,24,15.5,24,13.9,24,-,-,-,D
1962,20160305:0800,24.6,24,15.5,24,13.1,24,-,-,-,D
1962,20160306:0800,25.0,24,14.9,24,12.2,24,-,-,-,D
1962,20160307:0800,24.8,24,18.1,24,19.3,24,-,-,-,D
1962,20160308:0800,24.5,24,19.7,24,18.3,24,-,-,-,D
1962,20160309:0800,24.8,24,19.1,24,17.4,24,-,-,-,D
1962,20160310:0800,22.8,24,13.2,24,10.8,24,-,-,-,D
1962,20160311:0800,23.0,24,17.7,24,18.7,24,-,-,-,D
1962,20160312:0800,23.3,24,12.7,24,11.3,24,-,-,-,D
1962,20160313:0800,22.3,24,12.8,24,10.5,24,-,-,-,D
1962,20160314:0800,23.5,24,12.9,24,10.8,24,-,-,-,D
1962,20160315:0800,23.3,24,14.7,24,12.6,24,-,-,-,D
1962,20160316:0800,24.3,24,17.8,24,17.6,24,-,-,-,D
1962,20160317:0800,24.7,24,17.0,24,15.1,24,-,-,-,D
1962,20160318:0800,21.8,24,17.2,24,16.0,24,-,-,-,D
1962,20160319:0800,24.2,24,16.4,24,15.0,24,-,-,-,D
