Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Max_min: Daily
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
1962,20120616:0900,13.5,24,4.7,24,-1.2,24,-,-,-,D
1962,20120617:0900,12.2,24,1.4,24,-3.5,24,-,-,-,D
1962,20120618:0900,13.3,24,4.9,24,0.3,24,-,-,-,D
1962,20120619:0900,15.1,24,9.8,24,6.3,24,-,-,-,D
1962,20120620:0900,16.8,24,9.6,24,7.0,24,-,-,-,D
1962,20120621:0900,16.4,24,8.9,24,5.3,24,-,-,-,D
1962,20120622:0900,16.3,24,8.9,24,4.7,24,-,-,-,D
1962,20120623:0900,16.3,24,7.5,24,5.3,24,-,-,-,D
1962,20120624:0900,16.6,24,10.7,24,11.0,24,-,-,-,D
1962,20120625:0900,14.9,24,9.3,24,6.0,24,-,-,-,D
1962,20120626:0900,15.1,24,9.4,24,6.4,24,-,-,-,D
1962,20120627:0900,15.4,24,8.9,24,6.7,24,-,-,-,D
1962,20120628:0900,13.9,24,10.0,24,8.5,24,-,-,-,D
1962,20120629:0900,15.1,24,10.1,24,7.9,24,-,-,-,D
1962,20120630:0900,14.4,24,3.1,24,-1.0,24,-,-,-,D
1962,20120701:0900,10.8,24,4.6,24,2.6,24,-,-,-,D
1962,20120702:0900,13.9,24,6.3,24,2.0,24,-,-,-,D
1962,20120703:0900,13.1,24,8.0,24,8.2,24,-,-,-,D
1962,20120704:0900,13.9,24,6.5,24,3.4,24,-,-,-,D
1962,20120705:0900,15.3,24,6.6,24,3.7,24,-,-,-,D
1962,20120706:0900,10.3,24,5.8,24,6.2,24,-,-,-,D
1962,20120707:0900,14.3,24,5.4,24,1.5,24,-,-,-,D
1962,20120708:0900,13.4,24,2.7,24,-2.5,24,-,-,-,D
1962,20120709:0900,12.2,24,2.3,24,-2.1,24,-,-,-,D
1962,20120710:0900,12.9,24,2.8,24,-1.8,24,-,-,-,D
1962,20120711:0900,13.2,24,1.5,24,-1.5,24,-,-,-,D
1962,20120712:0900,13.9,24,5.1,24,8.0,24,-,-,-,D
1962,20120713:0900,14.8,24,9.0,24,8.2,24,-,-,-,D
1962,20120714:0900,15.3,24,8.6,24,4.3,24,-,-,-,D
1962,20120715:0900,16.3,24,11.4,24,11.0,24,-,-,-,D
1962,20120716:0900,15.1,24,14.1,24,13.5,24,-,-,-,D
1962,20120717:0900,16.7,24,11.4,24,9.4,24,-,-,-,D
1962,20120718:0900,16.0,24,4.9,24,0.0,24,-,-,-,D
1962,20120719:0900,15.0,24,3.3,24,0.3,24,-,-,-,D
1962,20120720:0900,15.4,24,4.8,24,1.1,24,-,-,-,D
1962,20120721:0900,16.8,24,8.4,24,7.6,24,-,-,-,D
1962,20120722:0900,16.3,24,13.0,24,11.4,24,-,-,-,D
1962,20120723:0900,15.7,24,13.6,24,12.9,24,-,-,-,D
1962,20120724:0900,18.2,24,12.1,24,11.9,24,-,-,-,D
1962,20120725:0900,17.1,24,12.2,24,10.2,24,-,-,-,D
1962,20120726:0900,17.0,24,10.3,24,9.1,24,-,-,-,D
1962,20120727:0900,15.5,24,5.8,24,2.0,24,-,-,-,D
1962,20120728:0900,14.0,24,5.0,24,1.2,24,-,-,-,D
1962,20120729:0900,15.0,24,8.9,24,7.2,24,-,-,-,D
1962,20120730:0900,14.1,24,11.8,24,11.0,24,-,-,-,D
1962,20120731:0900,16.4,24,5.9,24,3.7,24,-,-,-,D
1962,20120801:0900,13.7,24,5.6,24,2.5,24,-,-,-,D
1962,20120802:0900,16.8,24,10.3,24,9.9,24,-,-,-,D
1962,20120803:0900,15.5,24,8.6,24,4.7,24,-,-,-,D
1962,20120804:0900,20.6,24,9.2,24,7.1,24,-,-,-,D
1962,20120805:0900,17.3,24,8.1,24,5.3,24,-,-,-,D
1962,20120806:0900,15.6,24,7.8,24,5.8,24,-,-,-,D
1962,20120807:0900,15.8,24,7.4,24,5.0,24,-,-,-,D
1962,20120808:0900,16.9,24,8.5,24,7.3,24,-,-,-,D
1962,20120809:0900,12.9,24,8.3,24,7.4,24,-,-,-,D
1962,20120810:0900,14.6,24,6.8,24,3.2,24,-,-,-,D
1962,20120811:0900,16.3,24,7.1,24,3.2,24,-,-,-,D
1962,20120812:0900,16.8,24,13.4,24,12.4,24,-,-,-,D
1962,20120813:0900,17.6,24,11.5,24,10.1,24,-,-,-,D
1962,20120814:0900,16.3,24,9.9,24,8.2,24,-,-,-,D
1962,20120815:0900,16.5,24,7.7,24,5.1,24,-,-,-,D
1962,20120816:0900,16.3,24,8.7,24,7.3,24,-,-,-,D
1962,20120817:0900,15.6,24,7.6,24,5.6,24,-,-,-,D
1962,20120818:0900,18.3,24,9.3,24,7.8,24,-,-,-,D
1962,20120819:0900,16.8,24,9.4,24,8.1,24,-,-,-,D
1962,20120820:0900,17.1,24,11.5,24,9.8,24,-,-,-,D
1962,20120821:0900,17.3,24,10.6,24,8.4,24,-,-,-,D
1962,20120822:0900,15.5,24,9.7,24,6.7,24,-,-,-,D
1962,20120823:0900,15.7,24,6.9,24,4.5,24,-,-,-,D
1962,20120824:0900,15.8,24,7.1,24,4.1,24,-,-,-,D
1962,20120825:0900,16.6,24,6.0,24,3.4,24,-,-,-,D
1962,20120826:0900,16.4,24,8.4,24,4.9,24,-,-,-,D
1962,20120827:0900,17.1,24,12.6,24,10.8,24,-,-,-,D
1962,20120828:0900,18.5,24,9.9,24,6.7,24,-,-,-,D
1962,20120829:0900,15.4,24,5.7,24,3.0,24,-,-,-,D
1962,20120830:0900,17.0,24,9.2,24,8.2,24,-,-,-,D
1962,20120831:0900,14.7,24,7.1,24,4.8,24,-,-,-,D
1962,20120901:0900,17.9,24,7.7,24,4.9,24,-,-,-,D
1962,20120902:0900,15.6,24,12.0,24,10.7,24,-,-,-,D
1962,20120903:0900,16.6,24,13.6,24,12.7,24,-,-,-,D
1962,20120904:0900,15.3,24,10.5,24,8.7,24,-,-,-,D
1962,20120905:0900,15.7,24,10.6,24,8.8,24,-,-,-,D
1962,20120906:0900,16.2,24,10.2,24,8.2,24,-,-,-,D
1962,20120907:0900,17.3,24,12.6,24,10.4,24,-,-,-,D
1962,20120908:0900,19.2,24,12.3,24,11.0,24,-,-,-,D
1962,20120909:0900,19.1,24,11.5,24,9.5,24,-,-,-,D
1962,20120910:0900,17.8,24,9.4,24,8.5,24,-,-,-,D
1962,20120911:0900,16.2,24,11.9,24,10.1,24,-,-,-,D
1962,20120912:0900,16.5,24,5.9,24,2.7,24,-,-,-,D
1962,20120913:0900,12.1,24,2.4,24,-1.2,24,-,-,-,D
1962,20120914:0900,14.0,24,5.1,24,3.4,24,-,-,-,D
1962,20120915:0900,15.7,24,8.2,24,5.4,24,-,-,-,D
1962,20120916:0900,16.4,24,11.0,24,10.9,24,-,-,-,D
1962,20120917:0900,17.1,24,10.3,24,9.5,24,-,-,-,D
1962,20120918:0900,17.0,24,11.5,24,9.7,24,-,-,-,D
1962,20120919:0900,15.7,24,6.2,24,4.1,24,-,-,-,D
1962,20120920:0900,15.0,24,7.4,24,5.6,24,-,-,-,D
1962,20120921:0900,16.0,24,9.7,24,8.6,24,-,-,-,D
1962,20120922:0900,16.5,24,7.3,24,5.6,24,-,-,-,D
1962,20120923:0900,16.5,24,9.1,24,7.6,24,-,-,-,D
1962,20120924:0900,15.8,24,8.9,24,7.1,24,-,-,-,D
1962,20120925:0900,16.2,24,8.7,24,5.1,24,-,-,-,D
1962,20120926:0900,17.3,24,11.5,24,9.8,24,-,-,-,D
1962,20120927:0900,18.1,24,12.6,24,11.8,24,-,-,-,D
1962,20120928:0900,16.4,24,11.8,24,11.0,24,-,-,-,D
1962,20120929:0900,17.6,24,12.7,24,10.0,24,-,-,-,D
1962,20120930:0800,20.9,24,13.2,24,12.1,24,-,-,-,D
1962,20121001:0800,18.3,24,12.3,24,9.9,24,-,-,-,D
1962,20121002:0800,17.5,24,10.8,24,8.4,24,-,-,-,D
1962,20121003:0800,16.3,24,11.2,24,9.4,24,-,-,-,D
1962,20121004:0800,16.7,24,11.1,24,9.5,24,-,-,-,D
1962,20121005:0800,16.6,24,11.9,24,8.5,24,-,-,-,D
1962,20121006:0800,17.8,24,13.9,24,12.5,24,-,-,-,D
1962,20121007:0800,17.5,24,9.5,24,7.5,24,-,-,-,D
1962,20121008:0800,16.1,24,10.2,24,8.7,24,-,-,-,D
1962,20121009:0800,20.4,24,12.4,24,10.6,24,-,-,-,D
1962,20121010:0800,19.0,24,8.5,24,6.6,24,-,-,-,D
1962,20121011:0800,17.6,24,9.0,24,7.2,24,-,-,-,D
1962,20121012:0800,17.6,24,7.3,24,5.4,24,-,-,-,D
1962,20121013:0800,19.6,24,13.9,24,13.3,24,-,-,-,D
1962,20121014:0800,19.2,24,10.9,24,9.2,24,-,-,-,D
1962,20121015:0800,16.2,24,10.9,24,8.0,24,-,-,-,D
1962,20121016:0800,16.6,24,11.5,24,8.5,24,-,-,-,D
1962,20121017:0800,16.5,24,11.8,24,10.0,24,-,-,-,D
1962,20121018:0800,18.9,24,13.8,24,12.2,24,-,-,-,D
1962,20121019:0800,17.7,24,10.9,24,9.4,24,-,-,-,D
1962,20121020:0800,15.2,24,10.8,24,7.7,24,-,-,-,D
1962,20121021:0800,16.8,24,9.5,24,8.4,24,-,-,-,D
1962,20121022:0800,17.5,24,13.9,24,12.3,24,-,-,-,D
1962,20121023:0800,18.3,24,11.8,24,11.4,24,-,-,-,D
1962,20121024:0800,14.7,24,5.4,24,3.7,24,-,-,-,D
1962,20121025:0800,17.4,24,5.9,24,6.1,24,-,-,-,D
1962,20121026:0800,15.7,24,10.9,24,10.3,24,-,-,-,D
1962,20121027:0800,18.2,24,9.1,24,8.5,24,-,-,-,D
1962,20121028:0800,19.6,24,10.3,24,9.6,24,-,-,-,D
1962,20121029:0800,19.8,24,12.4,24,12.8,24,-,-,-,D
1962,20121030:0800,21.3,24,12.9,24,11.5,24,-,-,-,D
1962,20121031:0800,21.2,24,13.1,24,12.5,24,-,-,-,D
1962,20121101:0800,17.3,24,14.1,24,13.6,24,-,-,-,D
1962,20121102:0800,18.5,24,13.9,24,13.5,24,-,-,-,D
1962,20121103:0800,18.1,24,14.0,24,12.7,24,-,-,-,D
1962,20121104:0800,18.7,24,11.2,24,9.4,24,-,-,-,D
1962,20121105:0800,15.8,24,11.7,24,9.7,24,-,-,-,D
1962,20121106:0800,17.0,24,10.0,24,9.1,24,-,-,-,D
1962,20121107:0800,18.5,24,10.7,24,10.6,24,-,-,-,D
1962,20121108:0800,16.5,24,8.2,24,7.7,24,-,-,-,D
1962,20121109:0800,18.1,24,8.8,24,9.5,24,-,-,-,D
1962,20121110:0800,18.7,24,12.7,24,11.3,24,-,-,-,D
1962,20121111:0800,18.1,24,11.7,24,11.2,24,-,-,-,D
1962,20121112:0800,18.6,24,11.0,24,11.1,24,-,-,-,D
1962,20121113:0800,18.0,24,11.0,24,10.6,24,-,-,-,D
1962,20121114:0800,18.8,24,12.2,24,11.1,24,-,-,-,D
1962,20121115:0800,17.4,24,12.6,24,11.6,24,-,-,-,D
1962,20121116:0800,20.0,24,12.9,24,12.1,24,-,-,-,D
1962,20121117:0800,18.4,24,12.4,24,10.2,24,-,-,-,D
1962,20121118:0800,18.2,24,13.5,24,11.2,24,-,-,-,D
1962,20121119:0800,18.1,24,11.3,24,8.5,24,-,-,-,D
1962,20121120:0800,18.1,24,9.5,24,4.5,24,-,-,-,D
1962,20121121:0800,19.3,24,10.5,24,7.4,24,-,-,-,D
1962,20121122:0800,21.8,24,14.4,24,14.0,24,-,-,-,D
1962,20121123:0800,22.5,24,12.3,24,9.1,24,-,-,-,D
1962,20121124:0800,21.9,24,12.4,24,9.0,24,-,-,-,D
1962,20121125:0800,20.2,24,15.1,24,13.8,24,-,-,-,D
1962,20121126:0800,19.9,24,15.0,24,14.1,24,-,-,-,D
1962,20121127:0800,21.5,24,15.4,24,13.7,24,-,-,-,D
1962,20121128:0800,19.3,24,14.0,24,12.2,24,-,-,-,D
1962,20121129:0800,21.3,24,14.4,24,12.3,24,-,-,-,D
1962,20121130:0800,18.0,24,14.2,24,12.6,24,-,-,-,D
1962,20121201:0800,18.5,24,12.2,24,8.1,24,-,-,-,D
1962,20121202:0800,19.2,24,14.5,24,13.3,24,-,-,-,D
1962,20121203:0800,19.4,24,16.4,24,16.0,24,-,-,-,D
1962,20121204:0800,20.7,24,10.8,24,6.2,24,-,-,-,D
1962,20121205:0800,21.6,24,16.2,24,14.8,24,-,-,-,D
1962,20121206:0800,21.7,24,18.1,24,17.4,24,-,-,-,D
1962,20121207:0800,22.7,24,13.7,24,12.4,24,-,-,-,D
1962,20121208:0800,19.5,24,12.8,24,10.9,24,-,-,-,D
1962,20121209:0800,20.1,24,11.0,24,5.5,24,-,-,-,D
1962,20121210:0800,19.7,24,10.6,24,5.2,24,-,-,-,D
1962,20121211:0800,20.6,24,14.6,24,12.7,24,-,-,-,D
1962,20121212:0800,19.6,24,15.4,24,14.1,24,-,-,-,D
1962,20121213:0800,23.3,24,14.7,24,11.9,24,-,-,-,D
1962,20121214:0800,23.8,24,15.2,24,11.0,24,-,-,-,D
1962,20121215:0800,22.8,24,13.0,24,8.9,24,-,-,-,D
1962,20121216:0800,23.6,24,14.7,24,10.8,24,-,-,-,D
1962,20121217:0800,24.1,24,17.9,24,17.3,24,-,-,-,D
1962,20121218:0800,23.4,24,18.8,24,18.3,24,-,-,-,D
1962,20121219:0800,24.3,24,18.1,24,16.5,24,-,-,-,D
1962,20121220:0800,23.2,24,15.6,24,12.6,24,-,-,-,D
1962,20121221:0800,25.5,24,18.9,24,18.2,24,-,-,-,D
1962,20121222:0800,26.0,24,16.3,24,12.3,24,-,-,-,D
1962,20121223:0800,25.3,24,18.0,24,16.6,24,-,-,-,D
1962,20121224:0800,24.9,24,20.5,24,19.7,24,-,-,-,D
1962,20121225:0800,27.2,24,20.2,24,19.6,24,-,-,-,D
1962,20121226:0800,24.6,24,19.9,24,19.4,24,-,-,-,D
1962,20121227:0800,22.7,24,18.9,24,18.6,24,-,-,-,D
1962,20121228:0800,24.3,24,19.4,24,18.8,24,-,-,-,D
1962,20121229:0800,24.6,24,17.1,24,13.8,24,-,-,-,D
1962,20121230:0800,26.2,24,18.4,24,18.4,24,-,-,-,D
1962,20121231:0800,26.7,24,17.3,24,16.1,24,-,-,-,D
1962,20130101:0800,22.4,24,14.5,24,12.0,24,-,-,-,D
1962,20130102:0800,22.8,24,13.6,24,11.1,24,-,-,-,D
1962,20130103:0800,25.4,24,15.6,24,15.3,24,-,-,-,D
1962,20130104:0800,18.9,24,14.4,24,11.4,24,-,-,-,D
1962,20130105:0800,20.8,24,13.3,24,8.3,24,-,-,-,D
1962,20130106:0800,23.4,24,14.7,24,10.1,24,-,-,-,D
1962,20130107:0800,26.4,24,16.4,24,11.8,24,-,-,-,D
1962,20130108:0800,22.2,24,17.0,24,16.0,24,-,-,-,D
1962,20130109:0800,22.8,24,14.8,24,11.6,24,-,-,-,D
1962,20130110:0800,25.8,24,18.2,24,17.0,24,-,-,-,D
1962,20130111:0800,26.9,24,16.9,24,12.5,24,-,-,-,D
1962,20130112:0800,27.3,24,18.4,24,18.7,24,-,-,-,D
1962,20130113:0800,26.6,24,18.7,24,17.2,24,-,-,-,D
1962,20130114:0800,26.4,24,19.1,24,18.0,24,-,-,-,D
1962,20130115:0800,24.6,24,18.8,24,17.8,24,-,-,-,D
1962,20130116:0800,25.3,24,15.7,24,14.4,24,-,-,-,D
1962,20130117:0800,22.9,24,15.0,24,13.6,24,-,-,-,D
1962,20130118:0800,22.8,24,16.0,24,14.5,24,-,-,-,D
1962,20130119:0800,21.8,24,14.0,24,9.3,24,-,-,-,D
1962,20130120:0800,21.7,24,16.5,24,14.9,24,-,-,-,D
1962,20130121:0800,23.0,24,17.1,24,15.9,24,-,-,-,D
1962,20130122:0800,22.7,24,15.6,24,12.1,24,-,-,-,D
1962,20130123:0800,26.4,24,18.2,24,17.0,24,-,-,-,D
1962,20130124:0800,26.1,24,16.4,24,11.5,24,-,-,-,D
1962,20130125:0800,26.3,24,17.6,24,15.6,24,-,-,-,D
1962,20130126:0800,27.4,24,14.3,24,11.3,24,-,-,-,D
1962,20130127:0800,24.7,24,15.8,24,12.9,24,-,-,-,D
1962,20130128:0800,25.2,24,15.0,24,12.4,24,-,-,-,D
1962,20130129:0800,25.9,24,12.7,24,9.2,24,-,-,-,D
1962,20130130:0800,25.8,24,16.1,24,13.7,24,-,-,-,D
1962,20130131:0800,25.7,24,16.5,24,14.7,24,-,-,-,D
1962,20130201:0800,25.9,24,16.9,24,12.7,24,-,-,-,D
1962,20130202:0800,27.0,24,17.2,24,15.7,24,-,-,-,D
1962,20130203:0800,26.7,24,17.5,24,14.1,24,-,-,-,D
1962,20130204:0800,27.8,24,20.6,24,20.0,24,-,-,-,D
1962,20130205:0800,24.3,24,17.7,24,17.1,24,-,-,-,D
1962,20130206:0800,21.7,24,11.1,24,8.8,24,-,-,-,D
1962,20130207:0800,21.4,24,12.0,24,8.0,24,-,-,-,D
1962,20130208:0800,23.6,24,14.7,24,11.4,24,-,-,-,D
1962,20130209:0800,24.5,24,13.9,24,9.6,24,-,-,-,D
1962,20130210:0800,22.9,24,15.2,24,13.8,24,-,-,-,D
1962,20130211:0800,23.3,24,13.7,24,9.2,24,-,-,-,D
1962,20130212:0800,24.5,24,14.9,24,10.0,24,-,-,-,D
1962,20130213:0800,24.2,24,15.4,24,13.7,24,-,-,-,D
1962,20130214:0800,23.0,24,16.9,24,14.9,24,-,-,-,D
1962,20130215:0800,22.5,24,16.8,24,16.0,24,-,-,-,D
1962,20130216:0800,23.6,24,16.8,24,15.9,24,-,-,-,D
1962,20130217:0800,23.6,24,17.0,24,15.2,24,-,-,-,D
1962,20130218:0800,23.6,24,14.4,24,10.7,24,-,-,-,D
1962,20130219:0800,26.6,24,17.5,24,13.8,24,-,-,-,D
1962,20130220:0800,25.2,24,17.8,24,14.9,24,-,-,-,D
1962,20130221:0800,25.4,24,15.0,24,10.1,24,-,-,-,D
1962,20130222:0800,24.8,24,15.2,24,10.9,24,-,-,-,D
1962,20130223:0800,25.3,24,16.7,24,12.7,24,-,-,-,D
1962,20130224:0800,26.3,24,14.8,24,10.0,24,-,-,-,D
1962,20130225:0800,24.8,24,13.4,24,8.5,24,-,-,-,D
1962,20130226:0800,25.9,24,15.1,24,12.0,24,-,-,-,D
1962,20130227:0800,25.7,24,16.3,24,13.7,24,-,-,-,D
1962,20130228:0800,25.9,24,15.6,24,11.7,24,-,-,-,D
1962,20130301:0800,24.4,24,17.7,24,18.0,24,-,-,-,D
1962,20130302:0800,23.4,24,16.8,24,14.9,24,-,-,-,D
1962,20130303:0800,24.5,24,16.9,24,15.4,24,-,-,-,D
1962,20130304:0800,24.4,24,17.4,24,17.5,24,-,-,-,D
1962,20130305:0800,23.2,24,16.9,24,14.7,24,-,-,-,D
1962,20130306:0800,24.0,24,13.7,24,9.5,24,-,-,-,D
1962,20130307:0800,23.5,24,15.9,24,12.6,24,-,-,-,D
1962,20130308:0800,26.3,24,15.7,24,10.9,24,-,-,-,D
1962,20130309:0800,25.5,24,15.2,24,11.3,24,-,-,-,D
1962,20130310:0800,27.2,24,14.1,24,8.9,24,-,-,-,D
1962,20130311:0800,26.7,24,14.2,24,9.5,24,-,-,-,D
1962,20130312:0800,26.5,24,14.8,24,10.0,24,-,-,-,D
1962,20130313:0800,26.0,24,14.4,24,12.0,24,-,-,-,D
1962,20130314:0800,25.2,24,14.4,24,10.4,24,-,-,-,D
1962,20130315:0800,26.3,24,14.7,24,10.5,24,-,-,-,D
1962,20130316:0800,25.8,24,16.3,24,14.0,24,-,-,-,D
1962,20130317:0800,24.2,24,19.3,24,18.7,24,-,-,-,D
1962,20130318:0800,22.4,24,19.5,24,19.3,24,-,-,-,D
1962,20130319:0800,25.9,24,17.6,24,16.3,24,-,-,-,D
1962,20130320:0800,21.0,24,14.5,24,13.8,24,-,-,-,D
1962,20130321:0800,21.5,24,12.3,24,7.5,24,-,-,-,D
1962,20130322:0800,23.6,24,11.9,24,7.8,24,-,-,-,D
1962,20130323:0800,23.1,24,14.6,24,10.3,24,-,-,-,D
1962,20130324:0800,22.6,24,12.1,24,8.1,24,-,-,-,D
1962,20130325:0800,23.3,24,12.7,24,8.7,24,-,-,-,D
1962,20130326:0800,24.7,24,12.7,24,7.9,24,-,-,-,D
1962,20130327:0800,23.6,24,14.2,24,10.2,24,-,-,-,D
1962,20130328:0800,23.8,24,15.3,24,11.9,24,-,-,-,D
1962,20130329:0800,24.3,24,13.6,24,8.7,24,-,-,-,D
1962,20130330:0800,24.1,24,15.9,24,15.6,24,-,-,-,D
1962,20130331:0800,23.7,24,17.0,24,15.4,24,-,-,-,D
1962,20130401:0800,25.6,24,17.9,24,15.7,24,-,-,-,D
1962,20130402:0800,23.4,24,15.6,24,12.0,24,-,-,-,D
1962,20130403:0800,23.5,24,17.2,24,15.5,24,-,-,-,D
1962,20130404:0800,24.2,24,17.7,24,16.8,24,-,-,-,D
1962,20130405:0800,20.0,24,14.6,24,13.1,24,-,-,-,D
1962,20130406:0800,21.5,24,10.4,24,6.3,24,-,-,-,D
1962,20130407:0900,20.2,24,10.1,24,4.9,24,-,-,-,D
1962,20130408:0900,18.3,24,7.7,24,2.7,24,-,-,-,D
1962,20130409:0900,19.9,24,8.1,24,2.9,24,-,-,-,D
1962,20130410:0900,20.4,24,10.9,24,6.0,24,-,-,-,D
1962,20130411:0900,20.5,24,9.5,24,5.7,24,-,-,-,D
1962,20130412:0900,22.5,24,12.2,24,10.4,24,-,-,-,D
1962,20130413:0900,22.6,24,11.6,24,8.5,24,-,-,-,D
1962,20130414:0900,21.7,24,11.0,24,6.2,24,-,-,-,D
1962,20130415:0900,21.6,24,15.1,24,11.9,24,-,-,-,D
1962,20130416:0900,19.3,24,17.0,24,15.4,24,-,-,-,D
1962,20130417:0900,21.9,24,17.9,24,16.9,24,-,-,-,D
1962,20130418:0900,20.9,24,17.4,24,16.2,24,-,-,-,D
1962,20130419:0900,21.2,24,12.7,24,9.9,24,-,-,-,D
1962,20130420:0900,20.7,24,16.6,24,15.5,24,-,-,-,D
1962,20130421:0900,24.0,24,17.1,24,15.7,24,-,-,-,D
1962,20130422:0900,23.0,24,15.1,24,14.6,24,-,-,-,D
1962,20130423:0900,21.8,24,12.1,24,10.0,24,-,-,-,D
1962,20130424:0900,21.1,24,14.8,24,13.3,24,-,-,-,D
1962,20130425:0900,18.8,24,15.2,24,12.8,24,-,-,-,D
1962,20130426:0900,21.4,24,15.3,24,13.6,24,-,-,-,D
1962,20130427:0900,20.1,24,15.8,24,14.1,24,-,-,-,D
1962,20130428:0900,20.1,24,16.0,24,15.0,24,-,-,-,D
1962,20130429:0900,20.8,24,14.8,24,10.8,24,-,-,-,D
1962,20130430:0900,20.7,24,16.2,24,14.6,24,-,-,-,D
1962,20130501:0900,21.1,24,13.5,24,9.8,24,-,-,-,D
1962,20130502:0900,19.3,24,11.8,24,8.4,24,-,-,-,D
1962,20130503:0900,21.7,24,13.2,24,9.1,24,-,-,-,D
1962,20130504:0900,21.2,24,15.6,24,13.3,24,-,-,-,D
1962,20130505:0900,19.8,24,12.3,24,9.8,24,-,-,-,D
1962,20130506:0900,19.0,24,12.0,24,11.4,24,-,-,-,D
1962,20130507:0900,16.0,24,11.2,24,6.7,24,-,-,-,D
1962,20130508:0900,18.8,24,9.8,24,6.0,24,-,-,-,D
1962,20130509:0900,15.5,24,12.7,24,12.4,24,-,-,-,D
1962,20130510:0900,16.1,24,9.7,24,8.1,24,-,-,-,D
1962,20130511:0900,17.5,24,9.0,24,6.2,24,-,-,-,D
1962,20130512:0900,15.8,24,7.7,24,4.5,24,-,-,-,D
1962,20130513:0900,17.6,24,7.9,24,4.7,24,-,-,-,D
1962,20130514:0900,18.9,24,9.1,24,5.3,24,-,-,-,D
1962,20130515:0900,17.3,24,10.6,24,7.8,24,-,-,-,D
1962,20130516:0900,18.3,24,10.7,24,7.4,24,-,-,-,D
1962,20130517:0900,20.4,24,13.1,24,8.9,24,-,-,-,D
1962,20130518:0900,18.1,24,15.2,24,14.5,24,-,-,-,D
1962,20130519:0900,18.9,24,12.8,24,11.0,24,-,-,-,D
1962,20130520:0900,19.8,24,11.0,24,8.5,24,-,-,-,D
1962,20130521:0900,18.7,24,11.5,24,9.7,24,-,-,-,D
1962,20130522:0900,18.7,24,10.4,24,8.5,24,-,-,-,D
1962,20130523:0900,16.0,24,12.0,24,11.1,24,-,-,-,D
1962,20130524:0900,17.6,24,8.5,24,5.6,24,-,-,-,D
1962,20130525:0900,16.9,24,9.9,24,8.2,24,-,-,-,D
1962,20130526:0900,17.8,24,13.1,24,12.8,24,-,-,-,D
1962,20130527:0900,18.2,24,13.2,24,11.4,24,-,-,-,D
1962,20130528:0900,17.6,24,7.1,24,5.1,24,-,-,-,D
1962,20130529:0900,11.7,24,2.9,24,0.7,24,-,-,-,D
1962,20130530:0900,13.6,24,5.5,24,3.5,24,-,-,-,D
1962,20130531:0900,14.7,24,7.3,24,5.5,24,-,-,-,D
1962,20130601:0900,15.1,24,10.4,24,7.9,24,-,-,-,D
1962,20130602:0900,16.0,24,8.2,24,5.9,24,-,-,-,D
1962,20130603:0900,16.2,24,6.2,24,3.4,24,-,-,-,D
1962,20130604:0900,16.4,24,10.1,24,7.6,24,-,-,-,D
1962,20130605:0900,17.3,24,12.8,24,11.1,24,-,-,-,D
1962,20130606:0900,16.1,24,9.1,24,6.2,24,-,-,-,D
1962,20130607:0900,14.9,24,10.1,24,7.3,24,-,-,-,D
1962,20130608:0900,14.0,24,7.8,24,5.5,24,-,-,-,D
1962,20130609:0900,17.1,24,10.9,24,10.3,24,-,-,-,D
1962,20130610:0900,15.6,24,7.5,24,6.0,24,-,-,-,D
1962,20130611:0900,15.2,24,7.6,24,4.0,24,-,-,-,D
1962,20130612:0900,16.0,24,9.9,24,6.3,24,-,-,-,D
1962,20130613:0900,16.9,24,11.9,24,9.1,24,-,-,-,D
1962,20130614:0900,16.4,24,13.2,24,12.1,24,-,-,-,D
1962,20130615:0900,15.8,24,11.0,24,8.9,24,-,-,-,D
1962,20130616:0900,15.8,24,14.0,24,14.0,24,-,-,-,D
1962,20130617:0900,15.8,24,12.1,24,10.9,24,-,-,-,D
1962,20130618:0900,18.8,24,13.1,24,11.2,24,-,-,-,D
1962,20130619:0900,18.3,24,12.1,24,11.0,24,-,-,-,D
1962,20130620:0900,15.4,24,8.9,24,6.9,24,-,-,-,D
1962,20130621:0900,11.6,24,7.0,24,5.6,24,-,-,-,D
1962,20130622:0900,13.3,24,9.8,24,8.3,24,-,-,-,D
1962,20130623:0900,14.2,24,7.5,24,4.0,24,-,-,-,D
1962,20130624:0900,11.6,24,3.4,24,0.6,24,-,-,-,D
1962,20130625:0900,14.2,24,7.0,24,7.7,24,-,-,-,D
1962,20130626:0900,14.4,24,8.5,24,5.9,24,-,-,-,D
1962,20130627:0900,13.7,24,9.6,24,8.8,24,-,-,-,D
1962,20130628:0900,11.7,24,5.9,24,3.5,24,-,-,-,D
1962,20130629:0900,12.7,24,3.3,24,-1.1,24,-,-,-,D
1962,20130630:0900,12.9,24,5.4,24,4.4,24,-,-,-,D
