Grid demand trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20200604110922

Parameters
Date range,01 Jan 2010 - 03 Jun 2020
Region type,New Zealand
Time scale,Day
Show,Final pricing demand

Period start,Period end,Trading period,Region ID,Region,Demand (GWh)
01/01/2010,01/01/2010,N/A,NZ,New Zealand,94.134
02/01/2010,02/01/2010,N/A,NZ,New Zealand,94.100
03/01/2010,03/01/2010,N/A,NZ,New Zealand,95.578
04/01/2010,04/01/2010,N/A,NZ,New Zealand,96.927
05/01/2010,05/01/2010,N/A,NZ,New Zealand,100.307
06/01/2010,06/01/2010,N/A,NZ,New Zealand,104.917
07/01/2010,07/01/2010,N/A,NZ,New Zealand,107.654
08/01/2010,08/01/2010,N/A,NZ,New Zealand,105.648
09/01/2010,09/01/2010,N/A,NZ,New Zealand,97.014
10/01/2010,10/01/2010,N/A,NZ,New Zealand,98.764
11/01/2010,11/01/2010,N/A,NZ,New Zealand,104.976
12/01/2010,12/01/2010,N/A,NZ,New Zealand,105.657
13/01/2010,13/01/2010,N/A,NZ,New Zealand,103.684
14/01/2010,14/01/2010,N/A,NZ,New Zealand,106.742
15/01/2010,15/01/2010,N/A,NZ,New Zealand,108.818
16/01/2010,16/01/2010,N/A,NZ,New Zealand,100.145
17/01/2010,17/01/2010,N/A,NZ,New Zealand,96.858
18/01/2010,18/01/2010,N/A,NZ,New Zealand,107.319
19/01/2010,19/01/2010,N/A,NZ,New Zealand,107.986
20/01/2010,20/01/2010,N/A,NZ,New Zealand,110.234
21/01/2010,21/01/2010,N/A,NZ,New Zealand,110.385
22/01/2010,22/01/2010,N/A,NZ,New Zealand,107.158
23/01/2010,23/01/2010,N/A,NZ,New Zealand,97.918
24/01/2010,24/01/2010,N/A,NZ,New Zealand,94.192
25/01/2010,25/01/2010,N/A,NZ,New Zealand,104.310
26/01/2010,26/01/2010,N/A,NZ,New Zealand,105.145
27/01/2010,27/01/2010,N/A,NZ,New Zealand,105.847
28/01/2010,28/01/2010,N/A,NZ,New Zealand,106.315
29/01/2010,29/01/2010,N/A,NZ,New Zealand,106.655
30/01/2010,30/01/2010,N/A,NZ,New Zealand,96.958
31/01/2010,31/01/2010,N/A,NZ,New Zealand,98.059
01/02/2010,01/02/2010,N/A,NZ,New Zealand,106.155
02/02/2010,02/02/2010,N/A,NZ,New Zealand,111.466
03/02/2010,03/02/2010,N/A,NZ,New Zealand,112.459
04/02/2010,04/02/2010,N/A,NZ,New Zealand,111.191
05/02/2010,05/02/2010,N/A,NZ,New Zealand,107.473
06/02/2010,06/02/2010,N/A,NZ,New Zealand,94.584
07/02/2010,07/02/2010,N/A,NZ,New Zealand,95.555
08/02/2010,08/02/2010,N/A,NZ,New Zealand,107.799
09/02/2010,09/02/2010,N/A,NZ,New Zealand,110.566
10/02/2010,10/02/2010,N/A,NZ,New Zealand,113.004
11/02/2010,11/02/2010,N/A,NZ,New Zealand,111.337
12/02/2010,12/02/2010,N/A,NZ,New Zealand,111.578
13/02/2010,13/02/2010,N/A,NZ,New Zealand,103.165
14/02/2010,14/02/2010,N/A,NZ,New Zealand,100.192
15/02/2010,15/02/2010,N/A,NZ,New Zealand,111.511
16/02/2010,16/02/2010,N/A,NZ,New Zealand,111.766
17/02/2010,17/02/2010,N/A,NZ,New Zealand,112.438
18/02/2010,18/02/2010,N/A,NZ,New Zealand,113.942
19/02/2010,19/02/2010,N/A,NZ,New Zealand,109.025
20/02/2010,20/02/2010,N/A,NZ,New Zealand,100.052
21/02/2010,21/02/2010,N/A,NZ,New Zealand,97.731
22/02/2010,22/02/2010,N/A,NZ,New Zealand,112.202
23/02/2010,23/02/2010,N/A,NZ,New Zealand,113.458
24/02/2010,24/02/2010,N/A,NZ,New Zealand,114.259
25/02/2010,25/02/2010,N/A,NZ,New Zealand,114.799
26/02/2010,26/02/2010,N/A,NZ,New Zealand,109.592
27/02/2010,27/02/2010,N/A,NZ,New Zealand,98.771
28/02/2010,28/02/2010,N/A,NZ,New Zealand,98.672
01/03/2010,01/03/2010,N/A,NZ,New Zealand,112.048
02/03/2010,02/03/2010,N/A,NZ,New Zealand,113.332
03/03/2010,03/03/2010,N/A,NZ,New Zealand,114.213
04/03/2010,04/03/2010,N/A,NZ,New Zealand,113.471
05/03/2010,05/03/2010,N/A,NZ,New Zealand,111.047
06/03/2010,06/03/2010,N/A,NZ,New Zealand,101.791
07/03/2010,07/03/2010,N/A,NZ,New Zealand,97.362
08/03/2010,08/03/2010,N/A,NZ,New Zealand,109.755
09/03/2010,09/03/2010,N/A,NZ,New Zealand,111.868
10/03/2010,10/03/2010,N/A,NZ,New Zealand,112.343
11/03/2010,11/03/2010,N/A,NZ,New Zealand,112.979
12/03/2010,12/03/2010,N/A,NZ,New Zealand,111.190
13/03/2010,13/03/2010,N/A,NZ,New Zealand,101.352
14/03/2010,14/03/2010,N/A,NZ,New Zealand,99.226
15/03/2010,15/03/2010,N/A,NZ,New Zealand,111.095
16/03/2010,16/03/2010,N/A,NZ,New Zealand,112.345
17/03/2010,17/03/2010,N/A,NZ,New Zealand,114.188
18/03/2010,18/03/2010,N/A,NZ,New Zealand,113.627
19/03/2010,19/03/2010,N/A,NZ,New Zealand,111.918
20/03/2010,20/03/2010,N/A,NZ,New Zealand,103.388
21/03/2010,21/03/2010,N/A,NZ,New Zealand,99.950
22/03/2010,22/03/2010,N/A,NZ,New Zealand,112.706
23/03/2010,23/03/2010,N/A,NZ,New Zealand,114.704
24/03/2010,24/03/2010,N/A,NZ,New Zealand,116.227
25/03/2010,25/03/2010,N/A,NZ,New Zealand,114.092
26/03/2010,26/03/2010,N/A,NZ,New Zealand,112.759
27/03/2010,27/03/2010,N/A,NZ,New Zealand,102.927
28/03/2010,28/03/2010,N/A,NZ,New Zealand,102.005
29/03/2010,29/03/2010,N/A,NZ,New Zealand,112.182
30/03/2010,30/03/2010,N/A,NZ,New Zealand,113.057
31/03/2010,31/03/2010,N/A,NZ,New Zealand,114.227
01/04/2010,01/04/2010,N/A,NZ,New Zealand,114.898
02/04/2010,02/04/2010,N/A,NZ,New Zealand,100.384
03/04/2010,03/04/2010,N/A,NZ,New Zealand,100.846
04/04/2010,04/04/2010,N/A,NZ,New Zealand,98.824
05/04/2010,05/04/2010,N/A,NZ,New Zealand,97.969
06/04/2010,06/04/2010,N/A,NZ,New Zealand,111.165
07/04/2010,07/04/2010,N/A,NZ,New Zealand,113.140
08/04/2010,08/04/2010,N/A,NZ,New Zealand,111.825
09/04/2010,09/04/2010,N/A,NZ,New Zealand,109.467
10/04/2010,10/04/2010,N/A,NZ,New Zealand,99.530
11/04/2010,11/04/2010,N/A,NZ,New Zealand,100.058
12/04/2010,12/04/2010,N/A,NZ,New Zealand,112.522
13/04/2010,13/04/2010,N/A,NZ,New Zealand,114.717
14/04/2010,14/04/2010,N/A,NZ,New Zealand,114.175
15/04/2010,15/04/2010,N/A,NZ,New Zealand,115.970
16/04/2010,16/04/2010,N/A,NZ,New Zealand,112.547
17/04/2010,17/04/2010,N/A,NZ,New Zealand,104.250
18/04/2010,18/04/2010,N/A,NZ,New Zealand,98.998
19/04/2010,19/04/2010,N/A,NZ,New Zealand,113.335
20/04/2010,20/04/2010,N/A,NZ,New Zealand,112.417
21/04/2010,21/04/2010,N/A,NZ,New Zealand,114.244
22/04/2010,22/04/2010,N/A,NZ,New Zealand,115.570
23/04/2010,23/04/2010,N/A,NZ,New Zealand,114.388
24/04/2010,24/04/2010,N/A,NZ,New Zealand,101.455
25/04/2010,25/04/2010,N/A,NZ,New Zealand,97.549
26/04/2010,26/04/2010,N/A,NZ,New Zealand,110.915
27/04/2010,27/04/2010,N/A,NZ,New Zealand,114.061
28/04/2010,28/04/2010,N/A,NZ,New Zealand,114.672
29/04/2010,29/04/2010,N/A,NZ,New Zealand,114.335
30/04/2010,30/04/2010,N/A,NZ,New Zealand,112.856
01/05/2010,01/05/2010,N/A,NZ,New Zealand,102.923
02/05/2010,02/05/2010,N/A,NZ,New Zealand,99.641
03/05/2010,03/05/2010,N/A,NZ,New Zealand,118.561
04/05/2010,04/05/2010,N/A,NZ,New Zealand,115.269
05/05/2010,05/05/2010,N/A,NZ,New Zealand,115.765
06/05/2010,06/05/2010,N/A,NZ,New Zealand,117.941
07/05/2010,07/05/2010,N/A,NZ,New Zealand,116.454
08/05/2010,08/05/2010,N/A,NZ,New Zealand,105.534
09/05/2010,09/05/2010,N/A,NZ,New Zealand,99.807
10/05/2010,10/05/2010,N/A,NZ,New Zealand,110.850
11/05/2010,11/05/2010,N/A,NZ,New Zealand,113.297
12/05/2010,12/05/2010,N/A,NZ,New Zealand,115.002
13/05/2010,13/05/2010,N/A,NZ,New Zealand,111.349
14/05/2010,14/05/2010,N/A,NZ,New Zealand,109.400
15/05/2010,15/05/2010,N/A,NZ,New Zealand,100.926
16/05/2010,16/05/2010,N/A,NZ,New Zealand,99.013
17/05/2010,17/05/2010,N/A,NZ,New Zealand,110.901
18/05/2010,18/05/2010,N/A,NZ,New Zealand,114.623
19/05/2010,19/05/2010,N/A,NZ,New Zealand,114.877
20/05/2010,20/05/2010,N/A,NZ,New Zealand,117.150
21/05/2010,21/05/2010,N/A,NZ,New Zealand,121.423
22/05/2010,22/05/2010,N/A,NZ,New Zealand,104.555
23/05/2010,23/05/2010,N/A,NZ,New Zealand,107.113
24/05/2010,24/05/2010,N/A,NZ,New Zealand,117.957
25/05/2010,25/05/2010,N/A,NZ,New Zealand,119.462
26/05/2010,26/05/2010,N/A,NZ,New Zealand,119.378
27/05/2010,27/05/2010,N/A,NZ,New Zealand,125.402
28/05/2010,28/05/2010,N/A,NZ,New Zealand,127.130
29/05/2010,29/05/2010,N/A,NZ,New Zealand,112.756
30/05/2010,30/05/2010,N/A,NZ,New Zealand,109.490
31/05/2010,31/05/2010,N/A,NZ,New Zealand,122.295
01/06/2010,01/06/2010,N/A,NZ,New Zealand,126.484
02/06/2010,02/06/2010,N/A,NZ,New Zealand,120.590
03/06/2010,03/06/2010,N/A,NZ,New Zealand,119.047
04/06/2010,04/06/2010,N/A,NZ,New Zealand,118.134
05/06/2010,05/06/2010,N/A,NZ,New Zealand,108.213
06/06/2010,06/06/2010,N/A,NZ,New Zealand,105.844
07/06/2010,07/06/2010,N/A,NZ,New Zealand,108.739
08/06/2010,08/06/2010,N/A,NZ,New Zealand,126.595
09/06/2010,09/06/2010,N/A,NZ,New Zealand,125.706
10/06/2010,10/06/2010,N/A,NZ,New Zealand,128.219
11/06/2010,11/06/2010,N/A,NZ,New Zealand,120.497
12/06/2010,12/06/2010,N/A,NZ,New Zealand,111.925
13/06/2010,13/06/2010,N/A,NZ,New Zealand,112.409
14/06/2010,14/06/2010,N/A,NZ,New Zealand,125.895
15/06/2010,15/06/2010,N/A,NZ,New Zealand,126.849
16/06/2010,16/06/2010,N/A,NZ,New Zealand,124.660
17/06/2010,17/06/2010,N/A,NZ,New Zealand,126.040
18/06/2010,18/06/2010,N/A,NZ,New Zealand,125.044
19/06/2010,19/06/2010,N/A,NZ,New Zealand,108.826
20/06/2010,20/06/2010,N/A,NZ,New Zealand,108.791
21/06/2010,21/06/2010,N/A,NZ,New Zealand,121.586
22/06/2010,22/06/2010,N/A,NZ,New Zealand,125.171
23/06/2010,23/06/2010,N/A,NZ,New Zealand,127.847
24/06/2010,24/06/2010,N/A,NZ,New Zealand,128.524
25/06/2010,25/06/2010,N/A,NZ,New Zealand,128.411
26/06/2010,26/06/2010,N/A,NZ,New Zealand,116.231
27/06/2010,27/06/2010,N/A,NZ,New Zealand,112.610
28/06/2010,28/06/2010,N/A,NZ,New Zealand,125.999
29/06/2010,29/06/2010,N/A,NZ,New Zealand,123.008
30/06/2010,30/06/2010,N/A,NZ,New Zealand,125.584
01/07/2010,01/07/2010,N/A,NZ,New Zealand,125.217
02/07/2010,02/07/2010,N/A,NZ,New Zealand,122.958
03/07/2010,03/07/2010,N/A,NZ,New Zealand,114.192
04/07/2010,04/07/2010,N/A,NZ,New Zealand,112.566
05/07/2010,05/07/2010,N/A,NZ,New Zealand,127.165
06/07/2010,06/07/2010,N/A,NZ,New Zealand,128.581
07/07/2010,07/07/2010,N/A,NZ,New Zealand,124.808
08/07/2010,08/07/2010,N/A,NZ,New Zealand,126.726
09/07/2010,09/07/2010,N/A,NZ,New Zealand,127.227
10/07/2010,10/07/2010,N/A,NZ,New Zealand,116.645
11/07/2010,11/07/2010,N/A,NZ,New Zealand,115.936
12/07/2010,12/07/2010,N/A,NZ,New Zealand,128.101
13/07/2010,13/07/2010,N/A,NZ,New Zealand,127.406
14/07/2010,14/07/2010,N/A,NZ,New Zealand,127.141
15/07/2010,15/07/2010,N/A,NZ,New Zealand,127.036
16/07/2010,16/07/2010,N/A,NZ,New Zealand,127.812
17/07/2010,17/07/2010,N/A,NZ,New Zealand,115.238
18/07/2010,18/07/2010,N/A,NZ,New Zealand,111.106
19/07/2010,19/07/2010,N/A,NZ,New Zealand,128.673
20/07/2010,20/07/2010,N/A,NZ,New Zealand,127.833
21/07/2010,21/07/2010,N/A,NZ,New Zealand,127.446
22/07/2010,22/07/2010,N/A,NZ,New Zealand,124.957
23/07/2010,23/07/2010,N/A,NZ,New Zealand,124.811
24/07/2010,24/07/2010,N/A,NZ,New Zealand,112.860
25/07/2010,25/07/2010,N/A,NZ,New Zealand,108.819
26/07/2010,26/07/2010,N/A,NZ,New Zealand,125.784
27/07/2010,27/07/2010,N/A,NZ,New Zealand,129.555
28/07/2010,28/07/2010,N/A,NZ,New Zealand,125.560
29/07/2010,29/07/2010,N/A,NZ,New Zealand,126.192
30/07/2010,30/07/2010,N/A,NZ,New Zealand,125.011
31/07/2010,31/07/2010,N/A,NZ,New Zealand,118.108
01/08/2010,01/08/2010,N/A,NZ,New Zealand,112.747
02/08/2010,02/08/2010,N/A,NZ,New Zealand,121.570
03/08/2010,03/08/2010,N/A,NZ,New Zealand,123.722
04/08/2010,04/08/2010,N/A,NZ,New Zealand,123.481
05/08/2010,05/08/2010,N/A,NZ,New Zealand,123.810
06/08/2010,06/08/2010,N/A,NZ,New Zealand,123.742
07/08/2010,07/08/2010,N/A,NZ,New Zealand,115.558
08/08/2010,08/08/2010,N/A,NZ,New Zealand,113.708
09/08/2010,09/08/2010,N/A,NZ,New Zealand,129.423
10/08/2010,10/08/2010,N/A,NZ,New Zealand,127.631
11/08/2010,11/08/2010,N/A,NZ,New Zealand,127.723
12/08/2010,12/08/2010,N/A,NZ,New Zealand,132.555
13/08/2010,13/08/2010,N/A,NZ,New Zealand,125.050
14/08/2010,14/08/2010,N/A,NZ,New Zealand,112.195
15/08/2010,15/08/2010,N/A,NZ,New Zealand,112.321
16/08/2010,16/08/2010,N/A,NZ,New Zealand,122.230
17/08/2010,17/08/2010,N/A,NZ,New Zealand,123.171
18/08/2010,18/08/2010,N/A,NZ,New Zealand,124.731
19/08/2010,19/08/2010,N/A,NZ,New Zealand,125.034
20/08/2010,20/08/2010,N/A,NZ,New Zealand,125.521
21/08/2010,21/08/2010,N/A,NZ,New Zealand,113.368
22/08/2010,22/08/2010,N/A,NZ,New Zealand,109.407
23/08/2010,23/08/2010,N/A,NZ,New Zealand,123.054
24/08/2010,24/08/2010,N/A,NZ,New Zealand,121.699
25/08/2010,25/08/2010,N/A,NZ,New Zealand,124.639
26/08/2010,26/08/2010,N/A,NZ,New Zealand,120.311
27/08/2010,27/08/2010,N/A,NZ,New Zealand,118.298
28/08/2010,28/08/2010,N/A,NZ,New Zealand,108.032
29/08/2010,29/08/2010,N/A,NZ,New Zealand,107.467
30/08/2010,30/08/2010,N/A,NZ,New Zealand,122.106
31/08/2010,31/08/2010,N/A,NZ,New Zealand,124.235
01/09/2010,01/09/2010,N/A,NZ,New Zealand,118.913
02/09/2010,02/09/2010,N/A,NZ,New Zealand,127.900
03/09/2010,03/09/2010,N/A,NZ,New Zealand,126.523
04/09/2010,04/09/2010,N/A,NZ,New Zealand,110.096
05/09/2010,05/09/2010,N/A,NZ,New Zealand,112.953
06/09/2010,06/09/2010,N/A,NZ,New Zealand,122.104
07/09/2010,07/09/2010,N/A,NZ,New Zealand,120.106
08/09/2010,08/09/2010,N/A,NZ,New Zealand,118.625
09/09/2010,09/09/2010,N/A,NZ,New Zealand,121.398
10/09/2010,10/09/2010,N/A,NZ,New Zealand,118.423
11/09/2010,11/09/2010,N/A,NZ,New Zealand,111.202
12/09/2010,12/09/2010,N/A,NZ,New Zealand,104.284
13/09/2010,13/09/2010,N/A,NZ,New Zealand,116.373
14/09/2010,14/09/2010,N/A,NZ,New Zealand,118.778
15/09/2010,15/09/2010,N/A,NZ,New Zealand,116.939
16/09/2010,16/09/2010,N/A,NZ,New Zealand,123.213
17/09/2010,17/09/2010,N/A,NZ,New Zealand,121.521
18/09/2010,18/09/2010,N/A,NZ,New Zealand,112.695
19/09/2010,19/09/2010,N/A,NZ,New Zealand,108.544
20/09/2010,20/09/2010,N/A,NZ,New Zealand,121.521
21/09/2010,21/09/2010,N/A,NZ,New Zealand,122.122
22/09/2010,22/09/2010,N/A,NZ,New Zealand,124.232
23/09/2010,23/09/2010,N/A,NZ,New Zealand,124.230
24/09/2010,24/09/2010,N/A,NZ,New Zealand,119.917
25/09/2010,25/09/2010,N/A,NZ,New Zealand,108.359
26/09/2010,26/09/2010,N/A,NZ,New Zealand,100.178
27/09/2010,27/09/2010,N/A,NZ,New Zealand,112.490
28/09/2010,28/09/2010,N/A,NZ,New Zealand,114.098
29/09/2010,29/09/2010,N/A,NZ,New Zealand,112.857
30/09/2010,30/09/2010,N/A,NZ,New Zealand,116.670
01/10/2010,01/10/2010,N/A,NZ,New Zealand,115.171
02/10/2010,02/10/2010,N/A,NZ,New Zealand,103.987
03/10/2010,03/10/2010,N/A,NZ,New Zealand,100.151
04/10/2010,04/10/2010,N/A,NZ,New Zealand,112.203
05/10/2010,05/10/2010,N/A,NZ,New Zealand,113.211
06/10/2010,06/10/2010,N/A,NZ,New Zealand,117.101
07/10/2010,07/10/2010,N/A,NZ,New Zealand,114.045
08/10/2010,08/10/2010,N/A,NZ,New Zealand,117.369
09/10/2010,09/10/2010,N/A,NZ,New Zealand,106.631
10/10/2010,10/10/2010,N/A,NZ,New Zealand,108.952
11/10/2010,11/10/2010,N/A,NZ,New Zealand,123.945
12/10/2010,12/10/2010,N/A,NZ,New Zealand,121.561
13/10/2010,13/10/2010,N/A,NZ,New Zealand,119.651
14/10/2010,14/10/2010,N/A,NZ,New Zealand,119.137
15/10/2010,15/10/2010,N/A,NZ,New Zealand,113.561
16/10/2010,16/10/2010,N/A,NZ,New Zealand,106.453
17/10/2010,17/10/2010,N/A,NZ,New Zealand,104.139
18/10/2010,18/10/2010,N/A,NZ,New Zealand,116.496
19/10/2010,19/10/2010,N/A,NZ,New Zealand,120.082
20/10/2010,20/10/2010,N/A,NZ,New Zealand,117.696
21/10/2010,21/10/2010,N/A,NZ,New Zealand,117.610
22/10/2010,22/10/2010,N/A,NZ,New Zealand,114.329
23/10/2010,23/10/2010,N/A,NZ,New Zealand,101.596
24/10/2010,24/10/2010,N/A,NZ,New Zealand,99.761
25/10/2010,25/10/2010,N/A,NZ,New Zealand,99.984
26/10/2010,26/10/2010,N/A,NZ,New Zealand,111.810
27/10/2010,27/10/2010,N/A,NZ,New Zealand,112.130
28/10/2010,28/10/2010,N/A,NZ,New Zealand,114.569
29/10/2010,29/10/2010,N/A,NZ,New Zealand,114.609
30/10/2010,30/10/2010,N/A,NZ,New Zealand,106.262
31/10/2010,31/10/2010,N/A,NZ,New Zealand,103.326
01/11/2010,01/11/2010,N/A,NZ,New Zealand,113.692
02/11/2010,02/11/2010,N/A,NZ,New Zealand,114.404
03/11/2010,03/11/2010,N/A,NZ,New Zealand,114.392
04/11/2010,04/11/2010,N/A,NZ,New Zealand,117.146
05/11/2010,05/11/2010,N/A,NZ,New Zealand,114.299
06/11/2010,06/11/2010,N/A,NZ,New Zealand,104.739
07/11/2010,07/11/2010,N/A,NZ,New Zealand,98.896
08/11/2010,08/11/2010,N/A,NZ,New Zealand,110.668
09/11/2010,09/11/2010,N/A,NZ,New Zealand,112.608
10/11/2010,10/11/2010,N/A,NZ,New Zealand,113.327
11/11/2010,11/11/2010,N/A,NZ,New Zealand,113.284
12/11/2010,12/11/2010,N/A,NZ,New Zealand,113.960
13/11/2010,13/11/2010,N/A,NZ,New Zealand,107.233
14/11/2010,14/11/2010,N/A,NZ,New Zealand,104.477
15/11/2010,15/11/2010,N/A,NZ,New Zealand,113.358
16/11/2010,16/11/2010,N/A,NZ,New Zealand,115.795
17/11/2010,17/11/2010,N/A,NZ,New Zealand,116.765
18/11/2010,18/11/2010,N/A,NZ,New Zealand,116.132
19/11/2010,19/11/2010,N/A,NZ,New Zealand,115.404
20/11/2010,20/11/2010,N/A,NZ,New Zealand,103.742
21/11/2010,21/11/2010,N/A,NZ,New Zealand,100.237
22/11/2010,22/11/2010,N/A,NZ,New Zealand,110.599
23/11/2010,23/11/2010,N/A,NZ,New Zealand,110.161
24/11/2010,24/11/2010,N/A,NZ,New Zealand,110.032
25/11/2010,25/11/2010,N/A,NZ,New Zealand,111.034
26/11/2010,26/11/2010,N/A,NZ,New Zealand,111.315
27/11/2010,27/11/2010,N/A,NZ,New Zealand,100.353
28/11/2010,28/11/2010,N/A,NZ,New Zealand,97.848
29/11/2010,29/11/2010,N/A,NZ,New Zealand,112.848
30/11/2010,30/11/2010,N/A,NZ,New Zealand,114.723
01/12/2010,01/12/2010,N/A,NZ,New Zealand,117.242
02/12/2010,02/12/2010,N/A,NZ,New Zealand,114.423
03/12/2010,03/12/2010,N/A,NZ,New Zealand,110.885
04/12/2010,04/12/2010,N/A,NZ,New Zealand,101.403
05/12/2010,05/12/2010,N/A,NZ,New Zealand,102.769
06/12/2010,06/12/2010,N/A,NZ,New Zealand,114.893
07/12/2010,07/12/2010,N/A,NZ,New Zealand,114.881
08/12/2010,08/12/2010,N/A,NZ,New Zealand,113.122
09/12/2010,09/12/2010,N/A,NZ,New Zealand,112.566
10/12/2010,10/12/2010,N/A,NZ,New Zealand,115.420
11/12/2010,11/12/2010,N/A,NZ,New Zealand,104.778
12/12/2010,12/12/2010,N/A,NZ,New Zealand,99.821
13/12/2010,13/12/2010,N/A,NZ,New Zealand,112.871
14/12/2010,14/12/2010,N/A,NZ,New Zealand,114.637
15/12/2010,15/12/2010,N/A,NZ,New Zealand,114.918
16/12/2010,16/12/2010,N/A,NZ,New Zealand,112.226
17/12/2010,17/12/2010,N/A,NZ,New Zealand,112.898
18/12/2010,18/12/2010,N/A,NZ,New Zealand,103.826
19/12/2010,19/12/2010,N/A,NZ,New Zealand,101.518
20/12/2010,20/12/2010,N/A,NZ,New Zealand,113.466
21/12/2010,21/12/2010,N/A,NZ,New Zealand,114.850
22/12/2010,22/12/2010,N/A,NZ,New Zealand,114.554
23/12/2010,23/12/2010,N/A,NZ,New Zealand,108.493
24/12/2010,24/12/2010,N/A,NZ,New Zealand,104.120
25/12/2010,25/12/2010,N/A,NZ,New Zealand,90.397
26/12/2010,26/12/2010,N/A,NZ,New Zealand,91.740
27/12/2010,27/12/2010,N/A,NZ,New Zealand,96.252
28/12/2010,28/12/2010,N/A,NZ,New Zealand,94.582
29/12/2010,29/12/2010,N/A,NZ,New Zealand,93.611
30/12/2010,30/12/2010,N/A,NZ,New Zealand,96.041
31/12/2010,31/12/2010,N/A,NZ,New Zealand,96.597
01/01/2011,01/01/2011,N/A,NZ,New Zealand,88.258
02/01/2011,02/01/2011,N/A,NZ,New Zealand,93.459
03/01/2011,03/01/2011,N/A,NZ,New Zealand,96.151
04/01/2011,04/01/2011,N/A,NZ,New Zealand,95.903
05/01/2011,05/01/2011,N/A,NZ,New Zealand,100.990
06/01/2011,06/01/2011,N/A,NZ,New Zealand,103.430
07/01/2011,07/01/2011,N/A,NZ,New Zealand,107.484
08/01/2011,08/01/2011,N/A,NZ,New Zealand,98.115
09/01/2011,09/01/2011,N/A,NZ,New Zealand,95.964
10/01/2011,10/01/2011,N/A,NZ,New Zealand,105.188
11/01/2011,11/01/2011,N/A,NZ,New Zealand,106.339
12/01/2011,12/01/2011,N/A,NZ,New Zealand,109.059
13/01/2011,13/01/2011,N/A,NZ,New Zealand,107.956
14/01/2011,14/01/2011,N/A,NZ,New Zealand,105.803
15/01/2011,15/01/2011,N/A,NZ,New Zealand,102.258
16/01/2011,16/01/2011,N/A,NZ,New Zealand,101.240
17/01/2011,17/01/2011,N/A,NZ,New Zealand,109.437
18/01/2011,18/01/2011,N/A,NZ,New Zealand,113.335
19/01/2011,19/01/2011,N/A,NZ,New Zealand,111.177
20/01/2011,20/01/2011,N/A,NZ,New Zealand,111.715
21/01/2011,21/01/2011,N/A,NZ,New Zealand,111.437
22/01/2011,22/01/2011,N/A,NZ,New Zealand,102.109
23/01/2011,23/01/2011,N/A,NZ,New Zealand,101.894
24/01/2011,24/01/2011,N/A,NZ,New Zealand,108.258
25/01/2011,25/01/2011,N/A,NZ,New Zealand,110.022
26/01/2011,26/01/2011,N/A,NZ,New Zealand,112.709
27/01/2011,27/01/2011,N/A,NZ,New Zealand,112.056
28/01/2011,28/01/2011,N/A,NZ,New Zealand,109.284
29/01/2011,29/01/2011,N/A,NZ,New Zealand,100.038
30/01/2011,30/01/2011,N/A,NZ,New Zealand,97.071
31/01/2011,31/01/2011,N/A,NZ,New Zealand,103.395
01/02/2011,01/02/2011,N/A,NZ,New Zealand,112.670
02/02/2011,02/02/2011,N/A,NZ,New Zealand,116.305
03/02/2011,03/02/2011,N/A,NZ,New Zealand,116.526
04/02/2011,04/02/2011,N/A,NZ,New Zealand,115.657
05/02/2011,05/02/2011,N/A,NZ,New Zealand,106.104
06/02/2011,06/02/2011,N/A,NZ,New Zealand,104.611
07/02/2011,07/02/2011,N/A,NZ,New Zealand,114.566
08/02/2011,08/02/2011,N/A,NZ,New Zealand,112.712
09/02/2011,09/02/2011,N/A,NZ,New Zealand,111.654
10/02/2011,10/02/2011,N/A,NZ,New Zealand,109.171
11/02/2011,11/02/2011,N/A,NZ,New Zealand,111.583
12/02/2011,12/02/2011,N/A,NZ,New Zealand,101.128
13/02/2011,13/02/2011,N/A,NZ,New Zealand,99.570
14/02/2011,14/02/2011,N/A,NZ,New Zealand,112.945
15/02/2011,15/02/2011,N/A,NZ,New Zealand,113.917
16/02/2011,16/02/2011,N/A,NZ,New Zealand,112.897
17/02/2011,17/02/2011,N/A,NZ,New Zealand,111.777
18/02/2011,18/02/2011,N/A,NZ,New Zealand,109.751
19/02/2011,19/02/2011,N/A,NZ,New Zealand,100.301
20/02/2011,20/02/2011,N/A,NZ,New Zealand,98.904
21/02/2011,21/02/2011,N/A,NZ,New Zealand,111.344
22/02/2011,22/02/2011,N/A,NZ,New Zealand,110.074
23/02/2011,23/02/2011,N/A,NZ,New Zealand,107.587
24/02/2011,24/02/2011,N/A,NZ,New Zealand,106.191
25/02/2011,25/02/2011,N/A,NZ,New Zealand,104.933
26/02/2011,26/02/2011,N/A,NZ,New Zealand,97.709
27/02/2011,27/02/2011,N/A,NZ,New Zealand,92.733
28/02/2011,28/02/2011,N/A,NZ,New Zealand,110.548
01/03/2011,01/03/2011,N/A,NZ,New Zealand,111.457
02/03/2011,02/03/2011,N/A,NZ,New Zealand,110.938
03/03/2011,03/03/2011,N/A,NZ,New Zealand,110.111
04/03/2011,04/03/2011,N/A,NZ,New Zealand,111.944
05/03/2011,05/03/2011,N/A,NZ,New Zealand,102.139
06/03/2011,06/03/2011,N/A,NZ,New Zealand,98.242
07/03/2011,07/03/2011,N/A,NZ,New Zealand,107.248
08/03/2011,08/03/2011,N/A,NZ,New Zealand,106.167
09/03/2011,09/03/2011,N/A,NZ,New Zealand,104.390
