Grid demand trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20200429171210

Parameters
Date range,01 Jan 2010 - 28 Apr 2020
Region type,Zone
Time scale,Day
Show,Final pricing demand

Period start,Period end,Trading period,Region ID,Region,Demand (GWh)
05/03/2015,05/03/2015,N/A,LSI,Lower South Island,22.941
06/03/2015,06/03/2015,N/A,UNI,Upper North Island,30.743
06/03/2015,06/03/2015,N/A,CNI,Central North Island,22.851
06/03/2015,06/03/2015,N/A,LNI,Lower North Island,13.202
06/03/2015,06/03/2015,N/A,USI,Upper South Island,16.929
06/03/2015,06/03/2015,N/A,LSI,Lower South Island,23.121
07/03/2015,07/03/2015,N/A,UNI,Upper North Island,26.229
07/03/2015,07/03/2015,N/A,CNI,Central North Island,21.581
07/03/2015,07/03/2015,N/A,LNI,Lower North Island,11.130
07/03/2015,07/03/2015,N/A,USI,Upper South Island,14.912
07/03/2015,07/03/2015,N/A,LSI,Lower South Island,22.779
08/03/2015,08/03/2015,N/A,UNI,Upper North Island,24.985
08/03/2015,08/03/2015,N/A,CNI,Central North Island,20.016
08/03/2015,08/03/2015,N/A,LNI,Lower North Island,11.040
08/03/2015,08/03/2015,N/A,USI,Upper South Island,13.773
08/03/2015,08/03/2015,N/A,LSI,Lower South Island,22.220
09/03/2015,09/03/2015,N/A,UNI,Upper North Island,29.891
09/03/2015,09/03/2015,N/A,CNI,Central North Island,22.194
09/03/2015,09/03/2015,N/A,LNI,Lower North Island,13.735
09/03/2015,09/03/2015,N/A,USI,Upper South Island,15.411
09/03/2015,09/03/2015,N/A,LSI,Lower South Island,23.347
10/03/2015,10/03/2015,N/A,UNI,Upper North Island,30.705
10/03/2015,10/03/2015,N/A,CNI,Central North Island,21.881
10/03/2015,10/03/2015,N/A,LNI,Lower North Island,14.131
10/03/2015,10/03/2015,N/A,USI,Upper South Island,16.025
10/03/2015,10/03/2015,N/A,LSI,Lower South Island,23.276
11/03/2015,11/03/2015,N/A,UNI,Upper North Island,30.807
11/03/2015,11/03/2015,N/A,CNI,Central North Island,22.716
11/03/2015,11/03/2015,N/A,LNI,Lower North Island,13.948
11/03/2015,11/03/2015,N/A,USI,Upper South Island,16.238
11/03/2015,11/03/2015,N/A,LSI,Lower South Island,23.783
12/03/2015,12/03/2015,N/A,UNI,Upper North Island,31.009
12/03/2015,12/03/2015,N/A,CNI,Central North Island,22.464
12/03/2015,12/03/2015,N/A,LNI,Lower North Island,14.473
12/03/2015,12/03/2015,N/A,USI,Upper South Island,16.567
12/03/2015,12/03/2015,N/A,LSI,Lower South Island,23.790
13/03/2015,13/03/2015,N/A,UNI,Upper North Island,30.568
13/03/2015,13/03/2015,N/A,CNI,Central North Island,22.937
13/03/2015,13/03/2015,N/A,LNI,Lower North Island,13.782
13/03/2015,13/03/2015,N/A,USI,Upper South Island,16.482
13/03/2015,13/03/2015,N/A,LSI,Lower South Island,23.382
14/03/2015,14/03/2015,N/A,UNI,Upper North Island,26.518
14/03/2015,14/03/2015,N/A,CNI,Central North Island,21.977
14/03/2015,14/03/2015,N/A,LNI,Lower North Island,12.086
14/03/2015,14/03/2015,N/A,USI,Upper South Island,14.475
14/03/2015,14/03/2015,N/A,LSI,Lower South Island,22.940
15/03/2015,15/03/2015,N/A,UNI,Upper North Island,25.573
15/03/2015,15/03/2015,N/A,CNI,Central North Island,20.284
15/03/2015,15/03/2015,N/A,LNI,Lower North Island,11.605
15/03/2015,15/03/2015,N/A,USI,Upper South Island,13.861
15/03/2015,15/03/2015,N/A,LSI,Lower South Island,21.813
16/03/2015,16/03/2015,N/A,UNI,Upper North Island,30.293
16/03/2015,16/03/2015,N/A,CNI,Central North Island,22.737
16/03/2015,16/03/2015,N/A,LNI,Lower North Island,13.642
16/03/2015,16/03/2015,N/A,USI,Upper South Island,15.853
16/03/2015,16/03/2015,N/A,LSI,Lower South Island,23.810
17/03/2015,17/03/2015,N/A,UNI,Upper North Island,30.457
17/03/2015,17/03/2015,N/A,CNI,Central North Island,22.608
17/03/2015,17/03/2015,N/A,LNI,Lower North Island,13.580
17/03/2015,17/03/2015,N/A,USI,Upper South Island,15.816
17/03/2015,17/03/2015,N/A,LSI,Lower South Island,24.122
18/03/2015,18/03/2015,N/A,UNI,Upper North Island,30.232
18/03/2015,18/03/2015,N/A,CNI,Central North Island,23.054
18/03/2015,18/03/2015,N/A,LNI,Lower North Island,13.975
18/03/2015,18/03/2015,N/A,USI,Upper South Island,15.812
18/03/2015,18/03/2015,N/A,LSI,Lower South Island,24.494
19/03/2015,19/03/2015,N/A,UNI,Upper North Island,29.907
19/03/2015,19/03/2015,N/A,CNI,Central North Island,22.826
19/03/2015,19/03/2015,N/A,LNI,Lower North Island,13.959
19/03/2015,19/03/2015,N/A,USI,Upper South Island,15.909
19/03/2015,19/03/2015,N/A,LSI,Lower South Island,24.783
20/03/2015,20/03/2015,N/A,UNI,Upper North Island,29.286
20/03/2015,20/03/2015,N/A,CNI,Central North Island,22.436
20/03/2015,20/03/2015,N/A,LNI,Lower North Island,14.238
20/03/2015,20/03/2015,N/A,USI,Upper South Island,15.414
20/03/2015,20/03/2015,N/A,LSI,Lower South Island,23.686
21/03/2015,21/03/2015,N/A,UNI,Upper North Island,25.896
21/03/2015,21/03/2015,N/A,CNI,Central North Island,21.500
21/03/2015,21/03/2015,N/A,LNI,Lower North Island,12.098
21/03/2015,21/03/2015,N/A,USI,Upper South Island,13.506
21/03/2015,21/03/2015,N/A,LSI,Lower South Island,22.574
22/03/2015,22/03/2015,N/A,UNI,Upper North Island,24.862
22/03/2015,22/03/2015,N/A,CNI,Central North Island,21.002
22/03/2015,22/03/2015,N/A,LNI,Lower North Island,12.403
22/03/2015,22/03/2015,N/A,USI,Upper South Island,13.564
22/03/2015,22/03/2015,N/A,LSI,Lower South Island,22.854
23/03/2015,23/03/2015,N/A,UNI,Upper North Island,29.721
23/03/2015,23/03/2015,N/A,CNI,Central North Island,22.673
23/03/2015,23/03/2015,N/A,LNI,Lower North Island,14.158
23/03/2015,23/03/2015,N/A,USI,Upper South Island,15.213
23/03/2015,23/03/2015,N/A,LSI,Lower South Island,23.234
24/03/2015,24/03/2015,N/A,UNI,Upper North Island,30.115
24/03/2015,24/03/2015,N/A,CNI,Central North Island,23.070
24/03/2015,24/03/2015,N/A,LNI,Lower North Island,14.056
24/03/2015,24/03/2015,N/A,USI,Upper South Island,14.993
24/03/2015,24/03/2015,N/A,LSI,Lower South Island,22.754
25/03/2015,25/03/2015,N/A,UNI,Upper North Island,30.457
25/03/2015,25/03/2015,N/A,CNI,Central North Island,23.542
25/03/2015,25/03/2015,N/A,LNI,Lower North Island,13.641
25/03/2015,25/03/2015,N/A,USI,Upper South Island,15.076
25/03/2015,25/03/2015,N/A,LSI,Lower South Island,23.389
26/03/2015,26/03/2015,N/A,UNI,Upper North Island,30.996
26/03/2015,26/03/2015,N/A,CNI,Central North Island,23.362
26/03/2015,26/03/2015,N/A,LNI,Lower North Island,14.377
26/03/2015,26/03/2015,N/A,USI,Upper South Island,15.250
26/03/2015,26/03/2015,N/A,LSI,Lower South Island,23.526
27/03/2015,27/03/2015,N/A,UNI,Upper North Island,30.704
27/03/2015,27/03/2015,N/A,CNI,Central North Island,23.181
27/03/2015,27/03/2015,N/A,LNI,Lower North Island,13.717
27/03/2015,27/03/2015,N/A,USI,Upper South Island,15.025
27/03/2015,27/03/2015,N/A,LSI,Lower South Island,23.799
28/03/2015,28/03/2015,N/A,UNI,Upper North Island,26.736
28/03/2015,28/03/2015,N/A,CNI,Central North Island,22.772
28/03/2015,28/03/2015,N/A,LNI,Lower North Island,12.430
28/03/2015,28/03/2015,N/A,USI,Upper South Island,13.590
28/03/2015,28/03/2015,N/A,LSI,Lower South Island,22.312
29/03/2015,29/03/2015,N/A,UNI,Upper North Island,25.767
29/03/2015,29/03/2015,N/A,CNI,Central North Island,21.038
29/03/2015,29/03/2015,N/A,LNI,Lower North Island,11.097
29/03/2015,29/03/2015,N/A,USI,Upper South Island,13.159
29/03/2015,29/03/2015,N/A,LSI,Lower South Island,22.237
30/03/2015,30/03/2015,N/A,UNI,Upper North Island,30.391
30/03/2015,30/03/2015,N/A,CNI,Central North Island,21.911
30/03/2015,30/03/2015,N/A,LNI,Lower North Island,13.339
30/03/2015,30/03/2015,N/A,USI,Upper South Island,15.191
30/03/2015,30/03/2015,N/A,LSI,Lower South Island,21.979
31/03/2015,31/03/2015,N/A,UNI,Upper North Island,30.326
31/03/2015,31/03/2015,N/A,CNI,Central North Island,22.283
31/03/2015,31/03/2015,N/A,LNI,Lower North Island,13.990
31/03/2015,31/03/2015,N/A,USI,Upper South Island,15.530
31/03/2015,31/03/2015,N/A,LSI,Lower South Island,22.899
01/04/2015,01/04/2015,N/A,UNI,Upper North Island,30.503
01/04/2015,01/04/2015,N/A,CNI,Central North Island,22.478
01/04/2015,01/04/2015,N/A,LNI,Lower North Island,14.359
01/04/2015,01/04/2015,N/A,USI,Upper South Island,15.879
01/04/2015,01/04/2015,N/A,LSI,Lower South Island,23.451
02/04/2015,02/04/2015,N/A,UNI,Upper North Island,30.266
02/04/2015,02/04/2015,N/A,CNI,Central North Island,22.964
02/04/2015,02/04/2015,N/A,LNI,Lower North Island,12.609
02/04/2015,02/04/2015,N/A,USI,Upper South Island,15.638
02/04/2015,02/04/2015,N/A,LSI,Lower South Island,23.667
03/04/2015,03/04/2015,N/A,UNI,Upper North Island,24.381
03/04/2015,03/04/2015,N/A,CNI,Central North Island,20.878
03/04/2015,03/04/2015,N/A,LNI,Lower North Island,10.831
03/04/2015,03/04/2015,N/A,USI,Upper South Island,13.286
03/04/2015,03/04/2015,N/A,LSI,Lower South Island,21.493
04/04/2015,04/04/2015,N/A,UNI,Upper North Island,24.261
04/04/2015,04/04/2015,N/A,CNI,Central North Island,21.174
04/04/2015,04/04/2015,N/A,LNI,Lower North Island,10.475
04/04/2015,04/04/2015,N/A,USI,Upper South Island,13.288
04/04/2015,04/04/2015,N/A,LSI,Lower South Island,21.683
05/04/2015,05/04/2015,N/A,UNI,Upper North Island,24.236
05/04/2015,05/04/2015,N/A,CNI,Central North Island,21.270
05/04/2015,05/04/2015,N/A,LNI,Lower North Island,11.580
05/04/2015,05/04/2015,N/A,USI,Upper South Island,13.337
05/04/2015,05/04/2015,N/A,LSI,Lower South Island,22.925
06/04/2015,06/04/2015,N/A,UNI,Upper North Island,25.020
06/04/2015,06/04/2015,N/A,CNI,Central North Island,20.397
06/04/2015,06/04/2015,N/A,LNI,Lower North Island,11.762
06/04/2015,06/04/2015,N/A,USI,Upper South Island,13.306
06/04/2015,06/04/2015,N/A,LSI,Lower South Island,22.031
07/04/2015,07/04/2015,N/A,UNI,Upper North Island,29.998
07/04/2015,07/04/2015,N/A,CNI,Central North Island,22.807
07/04/2015,07/04/2015,N/A,LNI,Lower North Island,12.790
07/04/2015,07/04/2015,N/A,USI,Upper South Island,15.691
07/04/2015,07/04/2015,N/A,LSI,Lower South Island,22.291
08/04/2015,08/04/2015,N/A,UNI,Upper North Island,30.593
08/04/2015,08/04/2015,N/A,CNI,Central North Island,22.227
08/04/2015,08/04/2015,N/A,LNI,Lower North Island,13.559
08/04/2015,08/04/2015,N/A,USI,Upper South Island,16.059
08/04/2015,08/04/2015,N/A,LSI,Lower South Island,23.050
09/04/2015,09/04/2015,N/A,UNI,Upper North Island,31.061
09/04/2015,09/04/2015,N/A,CNI,Central North Island,22.068
09/04/2015,09/04/2015,N/A,LNI,Lower North Island,13.643
09/04/2015,09/04/2015,N/A,USI,Upper South Island,16.382
09/04/2015,09/04/2015,N/A,LSI,Lower South Island,23.869
10/04/2015,10/04/2015,N/A,UNI,Upper North Island,30.882
10/04/2015,10/04/2015,N/A,CNI,Central North Island,22.164
10/04/2015,10/04/2015,N/A,LNI,Lower North Island,13.582
10/04/2015,10/04/2015,N/A,USI,Upper South Island,15.936
10/04/2015,10/04/2015,N/A,LSI,Lower South Island,23.748
11/04/2015,11/04/2015,N/A,UNI,Upper North Island,26.142
11/04/2015,11/04/2015,N/A,CNI,Central North Island,20.821
11/04/2015,11/04/2015,N/A,LNI,Lower North Island,12.104
11/04/2015,11/04/2015,N/A,USI,Upper South Island,13.988
11/04/2015,11/04/2015,N/A,LSI,Lower South Island,22.486
12/04/2015,12/04/2015,N/A,UNI,Upper North Island,25.632
12/04/2015,12/04/2015,N/A,CNI,Central North Island,20.500
12/04/2015,12/04/2015,N/A,LNI,Lower North Island,10.697
12/04/2015,12/04/2015,N/A,USI,Upper South Island,12.992
12/04/2015,12/04/2015,N/A,LSI,Lower South Island,22.222
13/04/2015,13/04/2015,N/A,UNI,Upper North Island,31.054
13/04/2015,13/04/2015,N/A,CNI,Central North Island,22.523
13/04/2015,13/04/2015,N/A,LNI,Lower North Island,13.748
13/04/2015,13/04/2015,N/A,USI,Upper South Island,16.008
13/04/2015,13/04/2015,N/A,LSI,Lower South Island,24.653
14/04/2015,14/04/2015,N/A,UNI,Upper North Island,32.567
14/04/2015,14/04/2015,N/A,CNI,Central North Island,23.262
14/04/2015,14/04/2015,N/A,LNI,Lower North Island,15.932
14/04/2015,14/04/2015,N/A,USI,Upper South Island,17.834
14/04/2015,14/04/2015,N/A,LSI,Lower South Island,24.965
15/04/2015,15/04/2015,N/A,UNI,Upper North Island,32.377
15/04/2015,15/04/2015,N/A,CNI,Central North Island,24.172
15/04/2015,15/04/2015,N/A,LNI,Lower North Island,15.587
15/04/2015,15/04/2015,N/A,USI,Upper South Island,16.670
15/04/2015,15/04/2015,N/A,LSI,Lower South Island,23.937
16/04/2015,16/04/2015,N/A,UNI,Upper North Island,31.398
16/04/2015,16/04/2015,N/A,CNI,Central North Island,23.763
16/04/2015,16/04/2015,N/A,LNI,Lower North Island,15.053
16/04/2015,16/04/2015,N/A,USI,Upper South Island,15.989
16/04/2015,16/04/2015,N/A,LSI,Lower South Island,24.362
17/04/2015,17/04/2015,N/A,UNI,Upper North Island,31.621
17/04/2015,17/04/2015,N/A,CNI,Central North Island,24.227
17/04/2015,17/04/2015,N/A,LNI,Lower North Island,13.245
17/04/2015,17/04/2015,N/A,USI,Upper South Island,15.248
17/04/2015,17/04/2015,N/A,LSI,Lower South Island,24.367
18/04/2015,18/04/2015,N/A,UNI,Upper North Island,28.113
18/04/2015,18/04/2015,N/A,CNI,Central North Island,23.183
18/04/2015,18/04/2015,N/A,LNI,Lower North Island,12.869
18/04/2015,18/04/2015,N/A,USI,Upper South Island,13.438
18/04/2015,18/04/2015,N/A,LSI,Lower South Island,23.071
19/04/2015,19/04/2015,N/A,UNI,Upper North Island,26.596
19/04/2015,19/04/2015,N/A,CNI,Central North Island,21.476
19/04/2015,19/04/2015,N/A,LNI,Lower North Island,12.628
19/04/2015,19/04/2015,N/A,USI,Upper South Island,12.906
19/04/2015,19/04/2015,N/A,LSI,Lower South Island,22.217
20/04/2015,20/04/2015,N/A,UNI,Upper North Island,30.798
20/04/2015,20/04/2015,N/A,CNI,Central North Island,22.512
20/04/2015,20/04/2015,N/A,LNI,Lower North Island,13.560
20/04/2015,20/04/2015,N/A,USI,Upper South Island,15.098
20/04/2015,20/04/2015,N/A,LSI,Lower South Island,24.222
21/04/2015,21/04/2015,N/A,UNI,Upper North Island,31.117
21/04/2015,21/04/2015,N/A,CNI,Central North Island,21.941
21/04/2015,21/04/2015,N/A,LNI,Lower North Island,14.622
21/04/2015,21/04/2015,N/A,USI,Upper South Island,15.940
21/04/2015,21/04/2015,N/A,LSI,Lower South Island,24.796
22/04/2015,22/04/2015,N/A,UNI,Upper North Island,31.321
22/04/2015,22/04/2015,N/A,CNI,Central North Island,21.529
22/04/2015,22/04/2015,N/A,LNI,Lower North Island,14.320
22/04/2015,22/04/2015,N/A,USI,Upper South Island,15.785
22/04/2015,22/04/2015,N/A,LSI,Lower South Island,23.847
23/04/2015,23/04/2015,N/A,UNI,Upper North Island,31.499
23/04/2015,23/04/2015,N/A,CNI,Central North Island,22.781
23/04/2015,23/04/2015,N/A,LNI,Lower North Island,14.313
23/04/2015,23/04/2015,N/A,USI,Upper South Island,15.420
23/04/2015,23/04/2015,N/A,LSI,Lower South Island,23.734
24/04/2015,24/04/2015,N/A,UNI,Upper North Island,30.687
24/04/2015,24/04/2015,N/A,CNI,Central North Island,22.793
24/04/2015,24/04/2015,N/A,LNI,Lower North Island,14.430
24/04/2015,24/04/2015,N/A,USI,Upper South Island,14.787
24/04/2015,24/04/2015,N/A,LSI,Lower South Island,23.402
25/04/2015,25/04/2015,N/A,UNI,Upper North Island,25.899
25/04/2015,25/04/2015,N/A,CNI,Central North Island,21.446
25/04/2015,25/04/2015,N/A,LNI,Lower North Island,12.142
25/04/2015,25/04/2015,N/A,USI,Upper South Island,12.356
25/04/2015,25/04/2015,N/A,LSI,Lower South Island,21.492
26/04/2015,26/04/2015,N/A,UNI,Upper North Island,24.987
26/04/2015,26/04/2015,N/A,CNI,Central North Island,21.185
26/04/2015,26/04/2015,N/A,LNI,Lower North Island,11.283
26/04/2015,26/04/2015,N/A,USI,Upper South Island,12.084
26/04/2015,26/04/2015,N/A,LSI,Lower South Island,21.566
27/04/2015,27/04/2015,N/A,UNI,Upper North Island,27.404
27/04/2015,27/04/2015,N/A,CNI,Central North Island,20.537
27/04/2015,27/04/2015,N/A,LNI,Lower North Island,12.085
27/04/2015,27/04/2015,N/A,USI,Upper South Island,12.930
27/04/2015,27/04/2015,N/A,LSI,Lower South Island,22.351
28/04/2015,28/04/2015,N/A,UNI,Upper North Island,31.202
28/04/2015,28/04/2015,N/A,CNI,Central North Island,21.775
28/04/2015,28/04/2015,N/A,LNI,Lower North Island,14.435
28/04/2015,28/04/2015,N/A,USI,Upper South Island,15.685
28/04/2015,28/04/2015,N/A,LSI,Lower South Island,23.462
29/04/2015,29/04/2015,N/A,UNI,Upper North Island,32.087
29/04/2015,29/04/2015,N/A,CNI,Central North Island,21.939
29/04/2015,29/04/2015,N/A,LNI,Lower North Island,14.218
29/04/2015,29/04/2015,N/A,USI,Upper South Island,15.816
29/04/2015,29/04/2015,N/A,LSI,Lower South Island,23.565
30/04/2015,30/04/2015,N/A,UNI,Upper North Island,32.236
30/04/2015,30/04/2015,N/A,CNI,Central North Island,22.683
30/04/2015,30/04/2015,N/A,LNI,Lower North Island,15.188
30/04/2015,30/04/2015,N/A,USI,Upper South Island,15.927
30/04/2015,30/04/2015,N/A,LSI,Lower South Island,24.117
01/05/2015,01/05/2015,N/A,UNI,Upper North Island,31.490
01/05/2015,01/05/2015,N/A,CNI,Central North Island,23.907
01/05/2015,01/05/2015,N/A,LNI,Lower North Island,14.328
01/05/2015,01/05/2015,N/A,USI,Upper South Island,15.367
01/05/2015,01/05/2015,N/A,LSI,Lower South Island,23.329
02/05/2015,02/05/2015,N/A,UNI,Upper North Island,27.748
02/05/2015,02/05/2015,N/A,CNI,Central North Island,22.748
02/05/2015,02/05/2015,N/A,LNI,Lower North Island,12.492
02/05/2015,02/05/2015,N/A,USI,Upper South Island,13.394
02/05/2015,02/05/2015,N/A,LSI,Lower South Island,22.453
03/05/2015,03/05/2015,N/A,UNI,Upper North Island,26.906
03/05/2015,03/05/2015,N/A,CNI,Central North Island,21.754
03/05/2015,03/05/2015,N/A,LNI,Lower North Island,12.761
03/05/2015,03/05/2015,N/A,USI,Upper South Island,13.562
03/05/2015,03/05/2015,N/A,LSI,Lower South Island,22.298
04/05/2015,04/05/2015,N/A,UNI,Upper North Island,31.670
04/05/2015,04/05/2015,N/A,CNI,Central North Island,23.651
04/05/2015,04/05/2015,N/A,LNI,Lower North Island,14.177
04/05/2015,04/05/2015,N/A,USI,Upper South Island,15.369
04/05/2015,04/05/2015,N/A,LSI,Lower South Island,23.342
05/05/2015,05/05/2015,N/A,UNI,Upper North Island,31.570
05/05/2015,05/05/2015,N/A,CNI,Central North Island,23.521
05/05/2015,05/05/2015,N/A,LNI,Lower North Island,13.854
05/05/2015,05/05/2015,N/A,USI,Upper South Island,15.690
05/05/2015,05/05/2015,N/A,LSI,Lower South Island,22.917
06/05/2015,06/05/2015,N/A,UNI,Upper North Island,30.802
06/05/2015,06/05/2015,N/A,CNI,Central North Island,22.745
06/05/2015,06/05/2015,N/A,LNI,Lower North Island,13.591
06/05/2015,06/05/2015,N/A,USI,Upper South Island,14.395
06/05/2015,06/05/2015,N/A,LSI,Lower South Island,22.732
07/05/2015,07/05/2015,N/A,UNI,Upper North Island,31.544
07/05/2015,07/05/2015,N/A,CNI,Central North Island,21.077
07/05/2015,07/05/2015,N/A,LNI,Lower North Island,13.718
07/05/2015,07/05/2015,N/A,USI,Upper South Island,14.070
07/05/2015,07/05/2015,N/A,LSI,Lower South Island,22.594
08/05/2015,08/05/2015,N/A,UNI,Upper North Island,31.975
08/05/2015,08/05/2015,N/A,CNI,Central North Island,22.583
08/05/2015,08/05/2015,N/A,LNI,Lower North Island,12.946
08/05/2015,08/05/2015,N/A,USI,Upper South Island,13.901
08/05/2015,08/05/2015,N/A,LSI,Lower South Island,22.455
09/05/2015,09/05/2015,N/A,UNI,Upper North Island,27.441
09/05/2015,09/05/2015,N/A,CNI,Central North Island,20.563
09/05/2015,09/05/2015,N/A,LNI,Lower North Island,11.470
09/05/2015,09/05/2015,N/A,USI,Upper South Island,13.041
09/05/2015,09/05/2015,N/A,LSI,Lower South Island,21.847
10/05/2015,10/05/2015,N/A,UNI,Upper North Island,26.615
10/05/2015,10/05/2015,N/A,CNI,Central North Island,20.415
10/05/2015,10/05/2015,N/A,LNI,Lower North Island,11.124
10/05/2015,10/05/2015,N/A,USI,Upper South Island,12.741
10/05/2015,10/05/2015,N/A,LSI,Lower South Island,21.940
11/05/2015,11/05/2015,N/A,UNI,Upper North Island,31.314
11/05/2015,11/05/2015,N/A,CNI,Central North Island,22.459
11/05/2015,11/05/2015,N/A,LNI,Lower North Island,13.478
11/05/2015,11/05/2015,N/A,USI,Upper South Island,14.934
11/05/2015,11/05/2015,N/A,LSI,Lower South Island,23.445
12/05/2015,12/05/2015,N/A,UNI,Upper North Island,32.527
12/05/2015,12/05/2015,N/A,CNI,Central North Island,22.692
12/05/2015,12/05/2015,N/A,LNI,Lower North Island,14.048
12/05/2015,12/05/2015,N/A,USI,Upper South Island,15.472
12/05/2015,12/05/2015,N/A,LSI,Lower South Island,24.191
13/05/2015,13/05/2015,N/A,UNI,Upper North Island,32.216
13/05/2015,13/05/2015,N/A,CNI,Central North Island,23.103
13/05/2015,13/05/2015,N/A,LNI,Lower North Island,13.780
13/05/2015,13/05/2015,N/A,USI,Upper South Island,15.523
13/05/2015,13/05/2015,N/A,LSI,Lower South Island,23.627
14/05/2015,14/05/2015,N/A,UNI,Upper North Island,32.646
14/05/2015,14/05/2015,N/A,CNI,Central North Island,22.902
14/05/2015,14/05/2015,N/A,LNI,Lower North Island,14.658
14/05/2015,14/05/2015,N/A,USI,Upper South Island,15.500
14/05/2015,14/05/2015,N/A,LSI,Lower South Island,24.029
15/05/2015,15/05/2015,N/A,UNI,Upper North Island,32.536
15/05/2015,15/05/2015,N/A,CNI,Central North Island,22.977
15/05/2015,15/05/2015,N/A,LNI,Lower North Island,15.507
15/05/2015,15/05/2015,N/A,USI,Upper South Island,16.270
15/05/2015,15/05/2015,N/A,LSI,Lower South Island,23.906
16/05/2015,16/05/2015,N/A,UNI,Upper North Island,28.590
16/05/2015,16/05/2015,N/A,CNI,Central North Island,21.810
16/05/2015,16/05/2015,N/A,LNI,Lower North Island,14.125
16/05/2015,16/05/2015,N/A,USI,Upper South Island,14.532
16/05/2015,16/05/2015,N/A,LSI,Lower South Island,22.144
17/05/2015,17/05/2015,N/A,UNI,Upper North Island,28.582
17/05/2015,17/05/2015,N/A,CNI,Central North Island,21.735
17/05/2015,17/05/2015,N/A,LNI,Lower North Island,14.130
17/05/2015,17/05/2015,N/A,USI,Upper South Island,13.738
17/05/2015,17/05/2015,N/A,LSI,Lower South Island,22.080
18/05/2015,18/05/2015,N/A,UNI,Upper North Island,33.319
18/05/2015,18/05/2015,N/A,CNI,Central North Island,23.468
18/05/2015,18/05/2015,N/A,LNI,Lower North Island,14.449
18/05/2015,18/05/2015,N/A,USI,Upper South Island,15.754
18/05/2015,18/05/2015,N/A,LSI,Lower South Island,23.169
19/05/2015,19/05/2015,N/A,UNI,Upper North Island,32.634
19/05/2015,19/05/2015,N/A,CNI,Central North Island,23.912
19/05/2015,19/05/2015,N/A,LNI,Lower North Island,15.963
19/05/2015,19/05/2015,N/A,USI,Upper South Island,15.826
19/05/2015,19/05/2015,N/A,LSI,Lower South Island,23.810
20/05/2015,20/05/2015,N/A,UNI,Upper North Island,33.719
20/05/2015,20/05/2015,N/A,CNI,Central North Island,24.625
20/05/2015,20/05/2015,N/A,LNI,Lower North Island,16.093
20/05/2015,20/05/2015,N/A,USI,Upper South Island,16.199
20/05/2015,20/05/2015,N/A,LSI,Lower South Island,23.809
21/05/2015,21/05/2015,N/A,UNI,Upper North Island,33.118
21/05/2015,21/05/2015,N/A,CNI,Central North Island,23.054
21/05/2015,21/05/2015,N/A,LNI,Lower North Island,14.468
21/05/2015,21/05/2015,N/A,USI,Upper South Island,15.334
21/05/2015,21/05/2015,N/A,LSI,Lower South Island,23.729
22/05/2015,22/05/2015,N/A,UNI,Upper North Island,32.509
22/05/2015,22/05/2015,N/A,CNI,Central North Island,23.229
22/05/2015,22/05/2015,N/A,LNI,Lower North Island,15.262
22/05/2015,22/05/2015,N/A,USI,Upper South Island,16.034
22/05/2015,22/05/2015,N/A,LSI,Lower South Island,24.032
23/05/2015,23/05/2015,N/A,UNI,Upper North Island,30.816
23/05/2015,23/05/2015,N/A,CNI,Central North Island,23.405
23/05/2015,23/05/2015,N/A,LNI,Lower North Island,14.466
23/05/2015,23/05/2015,N/A,USI,Upper South Island,15.248
23/05/2015,23/05/2015,N/A,LSI,Lower South Island,22.478
24/05/2015,24/05/2015,N/A,UNI,Upper North Island,29.718
24/05/2015,24/05/2015,N/A,CNI,Central North Island,21.607
24/05/2015,24/05/2015,N/A,LNI,Lower North Island,13.561
24/05/2015,24/05/2015,N/A,USI,Upper South Island,15.286
24/05/2015,24/05/2015,N/A,LSI,Lower South Island,22.769
25/05/2015,25/05/2015,N/A,UNI,Upper North Island,35.759
25/05/2015,25/05/2015,N/A,CNI,Central North Island,23.499
25/05/2015,25/05/2015,N/A,LNI,Lower North Island,17.137
25/05/2015,25/05/2015,N/A,USI,Upper South Island,18.398
25/05/2015,25/05/2015,N/A,LSI,Lower South Island,24.338
26/05/2015,26/05/2015,N/A,UNI,Upper North Island,36.019
26/05/2015,26/05/2015,N/A,CNI,Central North Island,23.954
26/05/2015,26/05/2015,N/A,LNI,Lower North Island,18.181
26/05/2015,26/05/2015,N/A,USI,Upper South Island,18.590
26/05/2015,26/05/2015,N/A,LSI,Lower South Island,24.672
27/05/2015,27/05/2015,N/A,UNI,Upper North Island,35.645
27/05/2015,27/05/2015,N/A,CNI,Central North Island,23.789
27/05/2015,27/05/2015,N/A,LNI,Lower North Island,17.800
27/05/2015,27/05/2015,N/A,USI,Upper South Island,18.048
27/05/2015,27/05/2015,N/A,LSI,Lower South Island,25.335
28/05/2015,28/05/2015,N/A,UNI,Upper North Island,36.426
28/05/2015,28/05/2015,N/A,CNI,Central North Island,24.716
28/05/2015,28/05/2015,N/A,LNI,Lower North Island,18.119
28/05/2015,28/05/2015,N/A,USI,Upper South Island,18.373
28/05/2015,28/05/2015,N/A,LSI,Lower South Island,24.776
29/05/2015,29/05/2015,N/A,UNI,Upper North Island,35.758
29/05/2015,29/05/2015,N/A,CNI,Central North Island,25.397
29/05/2015,29/05/2015,N/A,LNI,Lower North Island,16.703
29/05/2015,29/05/2015,N/A,USI,Upper South Island,18.253
