Grid demand trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20200429171210

Parameters
Date range,01 Jan 2010 - 28 Apr 2020
Region type,Zone
Time scale,Day
Show,Final pricing demand

Period start,Period end,Trading period,Region ID,Region,Demand (GWh)
21/09/2011,21/09/2011,N/A,UNI,Upper North Island,35.132
21/09/2011,21/09/2011,N/A,CNI,Central North Island,25.318
21/09/2011,21/09/2011,N/A,LNI,Lower North Island,17.244
21/09/2011,21/09/2011,N/A,USI,Upper South Island,16.350
21/09/2011,21/09/2011,N/A,LSI,Lower South Island,25.536
22/09/2011,22/09/2011,N/A,UNI,Upper North Island,34.097
22/09/2011,22/09/2011,N/A,CNI,Central North Island,25.506
22/09/2011,22/09/2011,N/A,LNI,Lower North Island,17.739
22/09/2011,22/09/2011,N/A,USI,Upper South Island,16.213
22/09/2011,22/09/2011,N/A,LSI,Lower South Island,25.815
23/09/2011,23/09/2011,N/A,UNI,Upper North Island,32.752
23/09/2011,23/09/2011,N/A,CNI,Central North Island,24.664
23/09/2011,23/09/2011,N/A,LNI,Lower North Island,17.117
23/09/2011,23/09/2011,N/A,USI,Upper South Island,15.028
23/09/2011,23/09/2011,N/A,LSI,Lower South Island,25.273
24/09/2011,24/09/2011,N/A,UNI,Upper North Island,28.181
24/09/2011,24/09/2011,N/A,CNI,Central North Island,23.184
24/09/2011,24/09/2011,N/A,LNI,Lower North Island,19.530
24/09/2011,24/09/2011,N/A,USI,Upper South Island,13.334
24/09/2011,24/09/2011,N/A,LSI,Lower South Island,25.211
25/09/2011,25/09/2011,N/A,UNI,Upper North Island,28.167
25/09/2011,25/09/2011,N/A,CNI,Central North Island,21.373
25/09/2011,25/09/2011,N/A,LNI,Lower North Island,16.445
25/09/2011,25/09/2011,N/A,USI,Upper South Island,13.682
25/09/2011,25/09/2011,N/A,LSI,Lower South Island,24.446
26/09/2011,26/09/2011,N/A,UNI,Upper North Island,33.724
26/09/2011,26/09/2011,N/A,CNI,Central North Island,24.838
26/09/2011,26/09/2011,N/A,LNI,Lower North Island,18.108
26/09/2011,26/09/2011,N/A,USI,Upper South Island,16.243
26/09/2011,26/09/2011,N/A,LSI,Lower South Island,25.987
27/09/2011,27/09/2011,N/A,UNI,Upper North Island,33.954
27/09/2011,27/09/2011,N/A,CNI,Central North Island,25.338
27/09/2011,27/09/2011,N/A,LNI,Lower North Island,20.500
27/09/2011,27/09/2011,N/A,USI,Upper South Island,15.589
27/09/2011,27/09/2011,N/A,LSI,Lower South Island,26.031
28/09/2011,28/09/2011,N/A,UNI,Upper North Island,33.295
28/09/2011,28/09/2011,N/A,CNI,Central North Island,25.016
28/09/2011,28/09/2011,N/A,LNI,Lower North Island,18.542
28/09/2011,28/09/2011,N/A,USI,Upper South Island,15.125
28/09/2011,28/09/2011,N/A,LSI,Lower South Island,25.568
29/09/2011,29/09/2011,N/A,UNI,Upper North Island,32.738
29/09/2011,29/09/2011,N/A,CNI,Central North Island,24.071
29/09/2011,29/09/2011,N/A,LNI,Lower North Island,16.670
29/09/2011,29/09/2011,N/A,USI,Upper South Island,15.263
29/09/2011,29/09/2011,N/A,LSI,Lower South Island,25.484
30/09/2011,30/09/2011,N/A,UNI,Upper North Island,31.859
30/09/2011,30/09/2011,N/A,CNI,Central North Island,23.579
30/09/2011,30/09/2011,N/A,LNI,Lower North Island,15.856
30/09/2011,30/09/2011,N/A,USI,Upper South Island,14.816
30/09/2011,30/09/2011,N/A,LSI,Lower South Island,25.315
01/10/2011,01/10/2011,N/A,UNI,Upper North Island,28.619
01/10/2011,01/10/2011,N/A,CNI,Central North Island,22.265
01/10/2011,01/10/2011,N/A,LNI,Lower North Island,14.487
01/10/2011,01/10/2011,N/A,USI,Upper South Island,13.282
01/10/2011,01/10/2011,N/A,LSI,Lower South Island,24.489
02/10/2011,02/10/2011,N/A,UNI,Upper North Island,28.505
02/10/2011,02/10/2011,N/A,CNI,Central North Island,21.381
02/10/2011,02/10/2011,N/A,LNI,Lower North Island,15.857
02/10/2011,02/10/2011,N/A,USI,Upper South Island,12.724
02/10/2011,02/10/2011,N/A,LSI,Lower South Island,24.305
03/10/2011,03/10/2011,N/A,UNI,Upper North Island,33.381
03/10/2011,03/10/2011,N/A,CNI,Central North Island,23.105
03/10/2011,03/10/2011,N/A,LNI,Lower North Island,17.553
03/10/2011,03/10/2011,N/A,USI,Upper South Island,15.600
03/10/2011,03/10/2011,N/A,LSI,Lower South Island,25.635
04/10/2011,04/10/2011,N/A,UNI,Upper North Island,32.172
04/10/2011,04/10/2011,N/A,CNI,Central North Island,22.546
04/10/2011,04/10/2011,N/A,LNI,Lower North Island,20.152
04/10/2011,04/10/2011,N/A,USI,Upper South Island,17.154
04/10/2011,04/10/2011,N/A,LSI,Lower South Island,26.064
05/10/2011,05/10/2011,N/A,UNI,Upper North Island,31.542
05/10/2011,05/10/2011,N/A,CNI,Central North Island,23.217
05/10/2011,05/10/2011,N/A,LNI,Lower North Island,21.914
05/10/2011,05/10/2011,N/A,USI,Upper South Island,16.973
05/10/2011,05/10/2011,N/A,LSI,Lower South Island,25.961
06/10/2011,06/10/2011,N/A,UNI,Upper North Island,32.146
06/10/2011,06/10/2011,N/A,CNI,Central North Island,23.810
06/10/2011,06/10/2011,N/A,LNI,Lower North Island,19.680
06/10/2011,06/10/2011,N/A,USI,Upper South Island,15.776
06/10/2011,06/10/2011,N/A,LSI,Lower South Island,25.689
07/10/2011,07/10/2011,N/A,UNI,Upper North Island,31.298
07/10/2011,07/10/2011,N/A,CNI,Central North Island,23.472
07/10/2011,07/10/2011,N/A,LNI,Lower North Island,15.859
07/10/2011,07/10/2011,N/A,USI,Upper South Island,15.326
07/10/2011,07/10/2011,N/A,LSI,Lower South Island,25.526
08/10/2011,08/10/2011,N/A,UNI,Upper North Island,27.713
08/10/2011,08/10/2011,N/A,CNI,Central North Island,22.483
08/10/2011,08/10/2011,N/A,LNI,Lower North Island,17.678
08/10/2011,08/10/2011,N/A,USI,Upper South Island,14.185
08/10/2011,08/10/2011,N/A,LSI,Lower South Island,25.022
09/10/2011,09/10/2011,N/A,UNI,Upper North Island,26.979
09/10/2011,09/10/2011,N/A,CNI,Central North Island,22.245
09/10/2011,09/10/2011,N/A,LNI,Lower North Island,15.406
09/10/2011,09/10/2011,N/A,USI,Upper South Island,13.523
09/10/2011,09/10/2011,N/A,LSI,Lower South Island,24.605
10/10/2011,10/10/2011,N/A,UNI,Upper North Island,31.995
10/10/2011,10/10/2011,N/A,CNI,Central North Island,23.520
10/10/2011,10/10/2011,N/A,LNI,Lower North Island,17.016
10/10/2011,10/10/2011,N/A,USI,Upper South Island,15.787
10/10/2011,10/10/2011,N/A,LSI,Lower South Island,25.786
11/10/2011,11/10/2011,N/A,UNI,Upper North Island,31.894
11/10/2011,11/10/2011,N/A,CNI,Central North Island,24.668
11/10/2011,11/10/2011,N/A,LNI,Lower North Island,18.094
11/10/2011,11/10/2011,N/A,USI,Upper South Island,15.305
11/10/2011,11/10/2011,N/A,LSI,Lower South Island,25.220
12/10/2011,12/10/2011,N/A,UNI,Upper North Island,32.432
12/10/2011,12/10/2011,N/A,CNI,Central North Island,24.154
12/10/2011,12/10/2011,N/A,LNI,Lower North Island,16.154
12/10/2011,12/10/2011,N/A,USI,Upper South Island,14.781
12/10/2011,12/10/2011,N/A,LSI,Lower South Island,25.334
13/10/2011,13/10/2011,N/A,UNI,Upper North Island,32.333
13/10/2011,13/10/2011,N/A,CNI,Central North Island,24.008
13/10/2011,13/10/2011,N/A,LNI,Lower North Island,17.240
13/10/2011,13/10/2011,N/A,USI,Upper South Island,14.261
13/10/2011,13/10/2011,N/A,LSI,Lower South Island,25.628
14/10/2011,14/10/2011,N/A,UNI,Upper North Island,31.350
14/10/2011,14/10/2011,N/A,CNI,Central North Island,22.807
14/10/2011,14/10/2011,N/A,LNI,Lower North Island,17.928
14/10/2011,14/10/2011,N/A,USI,Upper South Island,14.939
14/10/2011,14/10/2011,N/A,LSI,Lower South Island,25.716
15/10/2011,15/10/2011,N/A,UNI,Upper North Island,27.283
15/10/2011,15/10/2011,N/A,CNI,Central North Island,22.122
15/10/2011,15/10/2011,N/A,LNI,Lower North Island,14.862
15/10/2011,15/10/2011,N/A,USI,Upper South Island,13.721
15/10/2011,15/10/2011,N/A,LSI,Lower South Island,25.286
16/10/2011,16/10/2011,N/A,UNI,Upper North Island,26.399
16/10/2011,16/10/2011,N/A,CNI,Central North Island,21.558
16/10/2011,16/10/2011,N/A,LNI,Lower North Island,13.980
16/10/2011,16/10/2011,N/A,USI,Upper South Island,12.961
16/10/2011,16/10/2011,N/A,LSI,Lower South Island,24.205
17/10/2011,17/10/2011,N/A,UNI,Upper North Island,31.343
17/10/2011,17/10/2011,N/A,CNI,Central North Island,23.753
17/10/2011,17/10/2011,N/A,LNI,Lower North Island,18.716
17/10/2011,17/10/2011,N/A,USI,Upper South Island,14.878
17/10/2011,17/10/2011,N/A,LSI,Lower South Island,25.321
18/10/2011,18/10/2011,N/A,UNI,Upper North Island,31.810
18/10/2011,18/10/2011,N/A,CNI,Central North Island,22.560
18/10/2011,18/10/2011,N/A,LNI,Lower North Island,18.116
18/10/2011,18/10/2011,N/A,USI,Upper South Island,15.397
18/10/2011,18/10/2011,N/A,LSI,Lower South Island,26.372
19/10/2011,19/10/2011,N/A,UNI,Upper North Island,33.238
19/10/2011,19/10/2011,N/A,CNI,Central North Island,23.704
19/10/2011,19/10/2011,N/A,LNI,Lower North Island,17.185
19/10/2011,19/10/2011,N/A,USI,Upper South Island,17.100
19/10/2011,19/10/2011,N/A,LSI,Lower South Island,25.214
20/10/2011,20/10/2011,N/A,UNI,Upper North Island,31.366
20/10/2011,20/10/2011,N/A,CNI,Central North Island,23.569
20/10/2011,20/10/2011,N/A,LNI,Lower North Island,17.262
20/10/2011,20/10/2011,N/A,USI,Upper South Island,15.495
20/10/2011,20/10/2011,N/A,LSI,Lower South Island,24.622
21/10/2011,21/10/2011,N/A,UNI,Upper North Island,30.301
21/10/2011,21/10/2011,N/A,CNI,Central North Island,22.043
21/10/2011,21/10/2011,N/A,LNI,Lower North Island,19.208
21/10/2011,21/10/2011,N/A,USI,Upper South Island,14.469
21/10/2011,21/10/2011,N/A,LSI,Lower South Island,24.797
22/10/2011,22/10/2011,N/A,UNI,Upper North Island,26.301
22/10/2011,22/10/2011,N/A,CNI,Central North Island,20.848
22/10/2011,22/10/2011,N/A,LNI,Lower North Island,15.081
22/10/2011,22/10/2011,N/A,USI,Upper South Island,12.770
22/10/2011,22/10/2011,N/A,LSI,Lower South Island,23.669
23/10/2011,23/10/2011,N/A,UNI,Upper North Island,24.609
23/10/2011,23/10/2011,N/A,CNI,Central North Island,21.443
23/10/2011,23/10/2011,N/A,LNI,Lower North Island,13.873
23/10/2011,23/10/2011,N/A,USI,Upper South Island,12.035
23/10/2011,23/10/2011,N/A,LSI,Lower South Island,23.077
24/10/2011,24/10/2011,N/A,UNI,Upper North Island,25.511
24/10/2011,24/10/2011,N/A,CNI,Central North Island,21.416
24/10/2011,24/10/2011,N/A,LNI,Lower North Island,17.622
24/10/2011,24/10/2011,N/A,USI,Upper South Island,11.698
24/10/2011,24/10/2011,N/A,LSI,Lower South Island,23.034
25/10/2011,25/10/2011,N/A,UNI,Upper North Island,29.492
25/10/2011,25/10/2011,N/A,CNI,Central North Island,22.998
25/10/2011,25/10/2011,N/A,LNI,Lower North Island,20.406
25/10/2011,25/10/2011,N/A,USI,Upper South Island,14.045
25/10/2011,25/10/2011,N/A,LSI,Lower South Island,24.397
26/10/2011,26/10/2011,N/A,UNI,Upper North Island,29.408
26/10/2011,26/10/2011,N/A,CNI,Central North Island,22.606
26/10/2011,26/10/2011,N/A,LNI,Lower North Island,20.721
26/10/2011,26/10/2011,N/A,USI,Upper South Island,15.279
26/10/2011,26/10/2011,N/A,LSI,Lower South Island,24.542
27/10/2011,27/10/2011,N/A,UNI,Upper North Island,29.577
27/10/2011,27/10/2011,N/A,CNI,Central North Island,23.650
27/10/2011,27/10/2011,N/A,LNI,Lower North Island,20.319
27/10/2011,27/10/2011,N/A,USI,Upper South Island,14.789
27/10/2011,27/10/2011,N/A,LSI,Lower South Island,24.551
28/10/2011,28/10/2011,N/A,UNI,Upper North Island,29.724
28/10/2011,28/10/2011,N/A,CNI,Central North Island,23.490
28/10/2011,28/10/2011,N/A,LNI,Lower North Island,16.295
28/10/2011,28/10/2011,N/A,USI,Upper South Island,14.243
28/10/2011,28/10/2011,N/A,LSI,Lower South Island,24.265
29/10/2011,29/10/2011,N/A,UNI,Upper North Island,26.461
29/10/2011,29/10/2011,N/A,CNI,Central North Island,21.643
29/10/2011,29/10/2011,N/A,LNI,Lower North Island,13.853
29/10/2011,29/10/2011,N/A,USI,Upper South Island,12.086
29/10/2011,29/10/2011,N/A,LSI,Lower South Island,23.279
30/10/2011,30/10/2011,N/A,UNI,Upper North Island,25.655
30/10/2011,30/10/2011,N/A,CNI,Central North Island,20.810
30/10/2011,30/10/2011,N/A,LNI,Lower North Island,13.951
30/10/2011,30/10/2011,N/A,USI,Upper South Island,11.736
30/10/2011,30/10/2011,N/A,LSI,Lower South Island,23.160
31/10/2011,31/10/2011,N/A,UNI,Upper North Island,30.540
31/10/2011,31/10/2011,N/A,CNI,Central North Island,22.645
31/10/2011,31/10/2011,N/A,LNI,Lower North Island,16.178
31/10/2011,31/10/2011,N/A,USI,Upper South Island,13.541
31/10/2011,31/10/2011,N/A,LSI,Lower South Island,24.054
01/11/2011,01/11/2011,N/A,UNI,Upper North Island,31.743
01/11/2011,01/11/2011,N/A,CNI,Central North Island,23.199
01/11/2011,01/11/2011,N/A,LNI,Lower North Island,15.572
01/11/2011,01/11/2011,N/A,USI,Upper South Island,14.205
01/11/2011,01/11/2011,N/A,LSI,Lower South Island,24.290
02/11/2011,02/11/2011,N/A,UNI,Upper North Island,31.135
02/11/2011,02/11/2011,N/A,CNI,Central North Island,22.994
02/11/2011,02/11/2011,N/A,LNI,Lower North Island,18.930
02/11/2011,02/11/2011,N/A,USI,Upper South Island,14.577
02/11/2011,02/11/2011,N/A,LSI,Lower South Island,24.851
03/11/2011,03/11/2011,N/A,UNI,Upper North Island,31.367
03/11/2011,03/11/2011,N/A,CNI,Central North Island,22.360
03/11/2011,03/11/2011,N/A,LNI,Lower North Island,20.177
03/11/2011,03/11/2011,N/A,USI,Upper South Island,14.460
03/11/2011,03/11/2011,N/A,LSI,Lower South Island,24.906
04/11/2011,04/11/2011,N/A,UNI,Upper North Island,30.703
04/11/2011,04/11/2011,N/A,CNI,Central North Island,22.563
04/11/2011,04/11/2011,N/A,LNI,Lower North Island,19.393
04/11/2011,04/11/2011,N/A,USI,Upper South Island,15.027
04/11/2011,04/11/2011,N/A,LSI,Lower South Island,25.410
05/11/2011,05/11/2011,N/A,UNI,Upper North Island,27.016
05/11/2011,05/11/2011,N/A,CNI,Central North Island,21.037
05/11/2011,05/11/2011,N/A,LNI,Lower North Island,16.549
05/11/2011,05/11/2011,N/A,USI,Upper South Island,13.880
05/11/2011,05/11/2011,N/A,LSI,Lower South Island,25.142
06/11/2011,06/11/2011,N/A,UNI,Upper North Island,26.690
06/11/2011,06/11/2011,N/A,CNI,Central North Island,21.291
06/11/2011,06/11/2011,N/A,LNI,Lower North Island,15.764
06/11/2011,06/11/2011,N/A,USI,Upper South Island,13.493
06/11/2011,06/11/2011,N/A,LSI,Lower South Island,24.473
07/11/2011,07/11/2011,N/A,UNI,Upper North Island,31.010
07/11/2011,07/11/2011,N/A,CNI,Central North Island,23.283
07/11/2011,07/11/2011,N/A,LNI,Lower North Island,15.610
07/11/2011,07/11/2011,N/A,USI,Upper South Island,15.655
07/11/2011,07/11/2011,N/A,LSI,Lower South Island,24.616
08/11/2011,08/11/2011,N/A,UNI,Upper North Island,31.309
08/11/2011,08/11/2011,N/A,CNI,Central North Island,22.082
08/11/2011,08/11/2011,N/A,LNI,Lower North Island,17.480
08/11/2011,08/11/2011,N/A,USI,Upper South Island,16.419
08/11/2011,08/11/2011,N/A,LSI,Lower South Island,24.631
09/11/2011,09/11/2011,N/A,UNI,Upper North Island,31.502
09/11/2011,09/11/2011,N/A,CNI,Central North Island,22.930
09/11/2011,09/11/2011,N/A,LNI,Lower North Island,15.679
09/11/2011,09/11/2011,N/A,USI,Upper South Island,16.795
09/11/2011,09/11/2011,N/A,LSI,Lower South Island,25.217
10/11/2011,10/11/2011,N/A,UNI,Upper North Island,31.312
10/11/2011,10/11/2011,N/A,CNI,Central North Island,22.880
10/11/2011,10/11/2011,N/A,LNI,Lower North Island,17.824
10/11/2011,10/11/2011,N/A,USI,Upper South Island,14.677
10/11/2011,10/11/2011,N/A,LSI,Lower South Island,24.737
11/11/2011,11/11/2011,N/A,UNI,Upper North Island,30.259
11/11/2011,11/11/2011,N/A,CNI,Central North Island,22.868
11/11/2011,11/11/2011,N/A,LNI,Lower North Island,14.515
11/11/2011,11/11/2011,N/A,USI,Upper South Island,12.941
11/11/2011,11/11/2011,N/A,LSI,Lower South Island,24.805
12/11/2011,12/11/2011,N/A,UNI,Upper North Island,26.439
12/11/2011,12/11/2011,N/A,CNI,Central North Island,21.533
12/11/2011,12/11/2011,N/A,LNI,Lower North Island,14.450
12/11/2011,12/11/2011,N/A,USI,Upper South Island,12.864
12/11/2011,12/11/2011,N/A,LSI,Lower South Island,23.793
13/11/2011,13/11/2011,N/A,UNI,Upper North Island,25.887
13/11/2011,13/11/2011,N/A,CNI,Central North Island,19.532
13/11/2011,13/11/2011,N/A,LNI,Lower North Island,13.345
13/11/2011,13/11/2011,N/A,USI,Upper South Island,12.894
13/11/2011,13/11/2011,N/A,LSI,Lower South Island,23.409
14/11/2011,14/11/2011,N/A,UNI,Upper North Island,30.446
14/11/2011,14/11/2011,N/A,CNI,Central North Island,22.792
14/11/2011,14/11/2011,N/A,LNI,Lower North Island,14.897
14/11/2011,14/11/2011,N/A,USI,Upper South Island,14.256
14/11/2011,14/11/2011,N/A,LSI,Lower South Island,24.145
15/11/2011,15/11/2011,N/A,UNI,Upper North Island,30.522
15/11/2011,15/11/2011,N/A,CNI,Central North Island,21.302
15/11/2011,15/11/2011,N/A,LNI,Lower North Island,17.846
15/11/2011,15/11/2011,N/A,USI,Upper South Island,15.026
15/11/2011,15/11/2011,N/A,LSI,Lower South Island,24.146
16/11/2011,16/11/2011,N/A,UNI,Upper North Island,30.786
16/11/2011,16/11/2011,N/A,CNI,Central North Island,22.510
16/11/2011,16/11/2011,N/A,LNI,Lower North Island,18.154
16/11/2011,16/11/2011,N/A,USI,Upper South Island,15.546
16/11/2011,16/11/2011,N/A,LSI,Lower South Island,24.276
17/11/2011,17/11/2011,N/A,UNI,Upper North Island,30.559
17/11/2011,17/11/2011,N/A,CNI,Central North Island,23.428
17/11/2011,17/11/2011,N/A,LNI,Lower North Island,19.335
17/11/2011,17/11/2011,N/A,USI,Upper South Island,15.039
17/11/2011,17/11/2011,N/A,LSI,Lower South Island,24.783
18/11/2011,18/11/2011,N/A,UNI,Upper North Island,30.205
18/11/2011,18/11/2011,N/A,CNI,Central North Island,22.790
18/11/2011,18/11/2011,N/A,LNI,Lower North Island,17.145
18/11/2011,18/11/2011,N/A,USI,Upper South Island,15.021
18/11/2011,18/11/2011,N/A,LSI,Lower South Island,24.938
19/11/2011,19/11/2011,N/A,UNI,Upper North Island,26.153
19/11/2011,19/11/2011,N/A,CNI,Central North Island,21.256
19/11/2011,19/11/2011,N/A,LNI,Lower North Island,14.250
19/11/2011,19/11/2011,N/A,USI,Upper South Island,13.962
19/11/2011,19/11/2011,N/A,LSI,Lower South Island,23.894
20/11/2011,20/11/2011,N/A,UNI,Upper North Island,25.582
20/11/2011,20/11/2011,N/A,CNI,Central North Island,21.112
20/11/2011,20/11/2011,N/A,LNI,Lower North Island,18.213
20/11/2011,20/11/2011,N/A,USI,Upper South Island,13.623
20/11/2011,20/11/2011,N/A,LSI,Lower South Island,23.931
21/11/2011,21/11/2011,N/A,UNI,Upper North Island,30.839
21/11/2011,21/11/2011,N/A,CNI,Central North Island,22.415
21/11/2011,21/11/2011,N/A,LNI,Lower North Island,19.275
21/11/2011,21/11/2011,N/A,USI,Upper South Island,15.305
21/11/2011,21/11/2011,N/A,LSI,Lower South Island,25.009
22/11/2011,22/11/2011,N/A,UNI,Upper North Island,30.912
22/11/2011,22/11/2011,N/A,CNI,Central North Island,23.197
22/11/2011,22/11/2011,N/A,LNI,Lower North Island,19.163
22/11/2011,22/11/2011,N/A,USI,Upper South Island,14.077
22/11/2011,22/11/2011,N/A,LSI,Lower South Island,24.415
23/11/2011,23/11/2011,N/A,UNI,Upper North Island,30.956
23/11/2011,23/11/2011,N/A,CNI,Central North Island,22.824
23/11/2011,23/11/2011,N/A,LNI,Lower North Island,20.249
23/11/2011,23/11/2011,N/A,USI,Upper South Island,14.667
23/11/2011,23/11/2011,N/A,LSI,Lower South Island,24.155
24/11/2011,24/11/2011,N/A,UNI,Upper North Island,31.262
24/11/2011,24/11/2011,N/A,CNI,Central North Island,21.920
24/11/2011,24/11/2011,N/A,LNI,Lower North Island,18.433
24/11/2011,24/11/2011,N/A,USI,Upper South Island,14.246
24/11/2011,24/11/2011,N/A,LSI,Lower South Island,24.331
25/11/2011,25/11/2011,N/A,UNI,Upper North Island,30.545
25/11/2011,25/11/2011,N/A,CNI,Central North Island,21.734
25/11/2011,25/11/2011,N/A,LNI,Lower North Island,19.074
25/11/2011,25/11/2011,N/A,USI,Upper South Island,14.480
25/11/2011,25/11/2011,N/A,LSI,Lower South Island,24.346
26/11/2011,26/11/2011,N/A,UNI,Upper North Island,26.125
26/11/2011,26/11/2011,N/A,CNI,Central North Island,20.422
26/11/2011,26/11/2011,N/A,LNI,Lower North Island,16.615
26/11/2011,26/11/2011,N/A,USI,Upper South Island,13.673
26/11/2011,26/11/2011,N/A,LSI,Lower South Island,23.899
27/11/2011,27/11/2011,N/A,UNI,Upper North Island,24.904
27/11/2011,27/11/2011,N/A,CNI,Central North Island,20.484
27/11/2011,27/11/2011,N/A,LNI,Lower North Island,15.903
27/11/2011,27/11/2011,N/A,USI,Upper South Island,13.943
27/11/2011,27/11/2011,N/A,LSI,Lower South Island,23.632
28/11/2011,28/11/2011,N/A,UNI,Upper North Island,29.768
28/11/2011,28/11/2011,N/A,CNI,Central North Island,23.337
28/11/2011,28/11/2011,N/A,LNI,Lower North Island,20.052
28/11/2011,28/11/2011,N/A,USI,Upper South Island,16.542
28/11/2011,28/11/2011,N/A,LSI,Lower South Island,24.247
29/11/2011,29/11/2011,N/A,UNI,Upper North Island,30.657
29/11/2011,29/11/2011,N/A,CNI,Central North Island,22.414
29/11/2011,29/11/2011,N/A,LNI,Lower North Island,18.566
29/11/2011,29/11/2011,N/A,USI,Upper South Island,16.750
29/11/2011,29/11/2011,N/A,LSI,Lower South Island,24.793
30/11/2011,30/11/2011,N/A,UNI,Upper North Island,30.647
30/11/2011,30/11/2011,N/A,CNI,Central North Island,22.494
30/11/2011,30/11/2011,N/A,LNI,Lower North Island,16.933
30/11/2011,30/11/2011,N/A,USI,Upper South Island,17.004
30/11/2011,30/11/2011,N/A,LSI,Lower South Island,24.564
01/12/2011,01/12/2011,N/A,UNI,Upper North Island,30.526
01/12/2011,01/12/2011,N/A,CNI,Central North Island,22.430
01/12/2011,01/12/2011,N/A,LNI,Lower North Island,16.395
01/12/2011,01/12/2011,N/A,USI,Upper South Island,17.134
01/12/2011,01/12/2011,N/A,LSI,Lower South Island,24.586
02/12/2011,02/12/2011,N/A,UNI,Upper North Island,30.504
02/12/2011,02/12/2011,N/A,CNI,Central North Island,21.859
02/12/2011,02/12/2011,N/A,LNI,Lower North Island,16.010
02/12/2011,02/12/2011,N/A,USI,Upper South Island,16.986
02/12/2011,02/12/2011,N/A,LSI,Lower South Island,24.254
03/12/2011,03/12/2011,N/A,UNI,Upper North Island,26.160
03/12/2011,03/12/2011,N/A,CNI,Central North Island,20.100
03/12/2011,03/12/2011,N/A,LNI,Lower North Island,13.698
03/12/2011,03/12/2011,N/A,USI,Upper South Island,15.563
03/12/2011,03/12/2011,N/A,LSI,Lower South Island,23.590
04/12/2011,04/12/2011,N/A,UNI,Upper North Island,25.846
04/12/2011,04/12/2011,N/A,CNI,Central North Island,20.837
04/12/2011,04/12/2011,N/A,LNI,Lower North Island,14.107
04/12/2011,04/12/2011,N/A,USI,Upper South Island,15.376
04/12/2011,04/12/2011,N/A,LSI,Lower South Island,23.437
05/12/2011,05/12/2011,N/A,UNI,Upper North Island,30.449
05/12/2011,05/12/2011,N/A,CNI,Central North Island,20.963
05/12/2011,05/12/2011,N/A,LNI,Lower North Island,14.881
05/12/2011,05/12/2011,N/A,USI,Upper South Island,17.032
05/12/2011,05/12/2011,N/A,LSI,Lower South Island,24.620
06/12/2011,06/12/2011,N/A,UNI,Upper North Island,30.859
06/12/2011,06/12/2011,N/A,CNI,Central North Island,22.174
06/12/2011,06/12/2011,N/A,LNI,Lower North Island,17.901
06/12/2011,06/12/2011,N/A,USI,Upper South Island,17.350
06/12/2011,06/12/2011,N/A,LSI,Lower South Island,24.651
07/12/2011,07/12/2011,N/A,UNI,Upper North Island,30.687
07/12/2011,07/12/2011,N/A,CNI,Central North Island,21.782
07/12/2011,07/12/2011,N/A,LNI,Lower North Island,15.868
07/12/2011,07/12/2011,N/A,USI,Upper South Island,15.306
07/12/2011,07/12/2011,N/A,LSI,Lower South Island,24.584
08/12/2011,08/12/2011,N/A,UNI,Upper North Island,30.655
08/12/2011,08/12/2011,N/A,CNI,Central North Island,22.763
08/12/2011,08/12/2011,N/A,LNI,Lower North Island,15.315
08/12/2011,08/12/2011,N/A,USI,Upper South Island,14.560
08/12/2011,08/12/2011,N/A,LSI,Lower South Island,24.452
09/12/2011,09/12/2011,N/A,UNI,Upper North Island,30.381
09/12/2011,09/12/2011,N/A,CNI,Central North Island,22.902
09/12/2011,09/12/2011,N/A,LNI,Lower North Island,15.572
09/12/2011,09/12/2011,N/A,USI,Upper South Island,13.702
09/12/2011,09/12/2011,N/A,LSI,Lower South Island,24.268
10/12/2011,10/12/2011,N/A,UNI,Upper North Island,26.408
10/12/2011,10/12/2011,N/A,CNI,Central North Island,21.247
10/12/2011,10/12/2011,N/A,LNI,Lower North Island,14.800
10/12/2011,10/12/2011,N/A,USI,Upper South Island,12.506
10/12/2011,10/12/2011,N/A,LSI,Lower South Island,23.365
11/12/2011,11/12/2011,N/A,UNI,Upper North Island,25.643
11/12/2011,11/12/2011,N/A,CNI,Central North Island,20.696
11/12/2011,11/12/2011,N/A,LNI,Lower North Island,14.153
11/12/2011,11/12/2011,N/A,USI,Upper South Island,13.705
11/12/2011,11/12/2011,N/A,LSI,Lower South Island,23.303
12/12/2011,12/12/2011,N/A,UNI,Upper North Island,30.893
12/12/2011,12/12/2011,N/A,CNI,Central North Island,22.758
12/12/2011,12/12/2011,N/A,LNI,Lower North Island,15.410
12/12/2011,12/12/2011,N/A,USI,Upper South Island,16.335
12/12/2011,12/12/2011,N/A,LSI,Lower South Island,23.881
13/12/2011,13/12/2011,N/A,UNI,Upper North Island,31.203
13/12/2011,13/12/2011,N/A,CNI,Central North Island,21.424
13/12/2011,13/12/2011,N/A,LNI,Lower North Island,15.550
13/12/2011,13/12/2011,N/A,USI,Upper South Island,16.308
13/12/2011,13/12/2011,N/A,LSI,Lower South Island,24.302
14/12/2011,14/12/2011,N/A,UNI,Upper North Island,31.257
14/12/2011,14/12/2011,N/A,CNI,Central North Island,20.862
14/12/2011,14/12/2011,N/A,LNI,Lower North Island,16.509
14/12/2011,14/12/2011,N/A,USI,Upper South Island,15.808
14/12/2011,14/12/2011,N/A,LSI,Lower South Island,24.828
